,Q.5-m1,Q.5-m2,Q.5-m3,Q.5-m4,Q.5-m5,Q.5-m6,Q.5-m7,Q.5-m8,Q.5-m9,Q.5-m10,Q.6-m1,Q.6-m2,Q.6-m3,Q.6-m4,Q.6-m5,Q.6-m6,Q.6-m7,Q.6-m8,Q.6-m9,Q.6-m10,Q.7-m1,Q.7-m2,Q.7-m3,Q.7-m4,Q.7-m5,Q.7-m6,Q.7-m7,Q.7-m8,Q.7-m9,Q.7-m10,Q.8-m1,Q.8-m2,Q.8-m3,Q.8-m4,Q.8-m5,Q.8-m6,Q.8-m7,Q.8-m8,Q.8-m9,Q.8-m10,Q.9-m1,Q.9-m2,Q.9-m3,Q.9-m4,Q.9-m5,Q.9-m6,Q.9-m7,Q.9-m8,Q.9-m9,Q.9-m10,Q.10-m1,Q.10-m2,Q.10-m3,Q.10-m4,Q.10-m5,Q.10-m6,Q.10-m7,Q.10-m8,Q.10-m9,Q.10-m10,Q.11-m1,Q.11-m2,Q.11-m3,Q.11-m4,Q.11-m5,Q.11-m6,Q.11-m7,Q.11-m8,Q.11-m9,Q.11-m10,Q.12-m1,Q.12-m2,Q.12-m3,Q.12-m4,Q.12-m5,Q.12-m6,Q.12-m7,Q.12-m8,Q.12-m9,Q.12-m10,Q.13-m1,Q.13-m2,Q.13-m4,Q.13-m5,Q.14-m1,Q.14-m2,Q.14-m3,Q.14-m4,Q.14-m5,Q.14-m6,Q.14-m7,Q.14-m8,Q.14-m9,Q.14-m10,Q.15-m1,Q.15-m2,Q.15-m3,Q.15-m4,Q.15-m5,Q.15-m6,Q.15-m7,Q.15-m8,Q.15-m9,Q.15-m10,Q.16-m1,Q.16-m2,Q.16-m3,Q.16-m4,Q.16-m5,Q.16-m6,Q.17-m1,Q.17-m2,Q.17-m3,Q.17-m4,Q.17-m5,Q.17-m6,group
Q.11-m4,0.0632802,0.103297283,0.097986837,0.132495548,0.151923326,0.098121091,0.099955341,-0.093290911,0.200624926,0.114106932,0.153315347,0.214123794,0.1564178,0.293561424,0.242634488,0.355105004,0.365288265,0.3165331,0.295686091,0.20186493,0.386260691,0.319527398,0.372542861,0.32750849,0.224287654,0.125447872,0.231459249,0.217635915,0.253416665,0.2634856,0.270449765,0.215732886,0.328398214,0.077692383,0.200537394,0.012486437,0.3238867,0.357978026,0.372952767,0.438487193,0.394509304,0.329753652,0.359860218,0.409929555,0.154676012,0.252004778,0.257446184,0.242905639,0.079429247,-0.076491035,0.178540885,0.016524117,0.203213147,0.310433841,0.250423815,0.302177598,0.312741117,0.311174789,0.255470511,0.224514536,0.328274336,0.312836459,0.737677065,1,0.308523162,0.4913201,0.433398628,0.207025631,0.379792052,0.160083577,0.158076144,0.132232459,0.175693725,0.31912177,0.427532156,0.351633872,0.383976541,0.438494546,0.431660317,0.402025385,0.364569261,0.446403402,0.30401505,0.364561704,0.242375808,0.315805026,0.379638245,0.299578119,0.253025983,0.359972384,0.32764014,0.290942222,0.2788991,0.258385763,0.24327152,0.331424074,0.319689077,0.298126842,0.390226097,0.443347043,0.360580046,0.334985443,0.350359208,0.327477071,0.16986908,0.327073448,-0.326007024,0.148350282,0.175629744,0.263023002,-0.223135233,0.12863437,0.187340411,0.192361186,0.164443062,0.290637125,-0.007932887
Q.11-m5,0.291916049,0.364079483,0.352706921,0.352923542,0.365850089,0.336117556,0.35207258,0.134575374,0.341918526,0.417043694,0.314934965,0.313468985,0.34469044,0.245240581,0.073644294,0.185143862,0.325590146,0.179243079,0.210754284,-0.00716043,0.303525847,0.149646048,0.456519327,0.340695088,0.045115778,0.037227091,0.170278778,0.119583529,0.129451956,0.216865198,0.337973038,0.256118565,0.128752038,0.117570111,0.124947029,-0.086647417,0.141088766,0.162373884,0.12121946,0.20726341,0.221397814,0.26438199,0.428394131,0.432660315,0.088941448,0.098130644,0.117939002,0.063217031,-0.077022999,-0.132969755,0.019182089,-0.16733867,0.025760958,0.258998193,0.347275678,0.293961394,0.278444405,0.275065584,0.333404988,0.24715473,0.162795793,0.262479664,0.221339124,0.308523162,1,0.599293929,0.591065527,0.460861682,0.517721109,0.453021081,-0.117738046,-0.202420301,-0.145269712,0.140857854,0.271026325,0.198247082,0.387833404,0.398325378,0.42647775,0.297018,0.439571696,0.352213122,0.424784467,0.36686486,0.471037459,0.390002749,0.186139781,0.360963215,0.436817913,0.326214356,0.268833811,0.06927156,0.08502768,0.282311584,0.411408958,0.192383936,0.388201665,0.183583908,0.183014878,0.258843001,0.107446593,0.128077219,0.279997002,0.313450167,0.422815972,0.150191738,-0.083577785,0.486448476,0.423772764,0.272927684,0.000479168,0.442038111,0.371131458,0.359932832,0.408811392,0.420541175,-0.016796033
Q.11-m6,0.268677527,0.259886964,0.242316074,0.306022086,0.268717334,0.252673025,0.297609521,0.110943214,0.294464168,0.291195912,0.257981716,0.279428157,0.342758132,0.348591028,0.21731264,0.339665825,0.39125656,0.31812019,0.347684108,0.057439299,0.354749641,0.294642772,0.436081074,0.352433835,0.187853887,0.051021697,0.328909503,0.290817006,0.309189669,0.360708398,0.393944514,0.352076342,0.303571261,0.070029705,0.143140791,0.103880993,0.244750336,0.26329851,0.235610799,0.306316509,0.2721005,0.213616328,0.352507434,0.437571915,0.140616696,0.140814459,0.188159241,0.085582937,-0.003684883,-0.0579894,0.091163095,-0.104355677,0.05253504,0.341963856,0.329758855,0.260155752,0.270026092,0.23655637,0.310303424,0.259659676,0.177663972,0.33651361,0.412350361,0.4913201,0.599293929,1,0.64099783,0.438651107,0.523249798,0.413409169,-0.002481495,-0.075185036,-0.0353882,0.200297797,0.362797132,0.263044609,0.38479548,0.432393048,0.449737563,0.37706547,0.425810422,0.432722035,0.419694244,0.388553675,0.382214124,0.379009438,0.279024903,0.291731664,0.326799756,0.355407681,0.283535551,0.17942539,0.143379231,0.330932169,0.335820579,0.197108704,0.352921637,0.224267103,0.287310624,0.319848158,0.208010519,0.223707013,0.325774124,0.332707644,0.352072399,0.246494084,-0.215003466,0.373076454,0.343390671,0.252619763,-0.113483187,0.22677703,0.243294685,0.309707721,0.310422596,0.421110033,-0.043136146
Q.11-m7,0.318735634,0.304176894,0.315401905,0.384634875,0.348462909,0.32771818,0.357224298,0.105654952,0.350005386,0.307174623,0.261789983,0.389743676,0.333536688,0.310887239,0.117378547,0.307057529,0.372335681,0.261484007,0.338731663,0.018731098,0.38212368,0.264404265,0.471286069,0.290582522,0.112541714,0.076080058,0.321517118,0.261143679,0.304762012,0.389929892,0.517494414,0.45173711,0.306577416,0.075636299,0.211260481,0.012833996,0.258908977,0.249842014,0.222003305,0.303571973,0.234784944,0.249479559,0.453014532,0.549486891,0.153457016,0.138216567,0.184343522,0.108240002,0.031526766,-0.089239175,0.076474831,-0.199382792,-0.010174271,0.322667379,0.377131382,0.314913902,0.289689712,0.240658827,0.399257602,0.271084052,0.221686514,0.333439996,0.325578166,0.433398628,0.591065527,0.64099783,1,0.608021424,0.647208701,0.520132303,-0.007505254,-0.085360115,-0.037537321,0.108278439,0.307820298,0.184523006,0.476429482,0.487706217,0.502583372,0.321983761,0.504602122,0.396207335,0.491677179,0.387861585,0.400175848,0.335033445,0.26918761,0.36868216,0.430860283,0.391085995,0.320787815,0.151960639,0.08912886,0.32557865,0.378217799,0.221769752,0.419437947,0.195601221,0.184188264,0.273230257,0.166502191,0.182877675,0.306274763,0.292579776,0.363420433,0.139464496,-0.114492867,0.404460793,0.422584122,0.251426825,-0.033746297,0.357328965,0.380458824,0.374563855,0.410185056,0.441318002,-0.015077205
Q.11-m8,0.394735097,0.376038459,0.431560009,0.416462799,0.390862859,0.358578352,0.393071795,0.199820246,0.427344736,0.492426024,0.324003654,0.386155134,0.444191762,0.189043926,-0.024592834,0.095328444,0.191275035,0.069485064,0.1689557,-0.174876591,0.234430239,0.088014605,0.325566869,0.164287001,0.009980046,-0.034603851,0.315934224,0.266707866,0.273071351,0.305891922,0.549939622,0.516831663,0.145345462,0.084410411,0.170360762,-0.016583853,0.14609401,0.126701808,-0.008450636,0.065969524,0.046809897,0.210753764,0.330386936,0.416067237,0.013785602,0.064352398,0.062352418,0.023667417,-0.070842474,-0.087313664,-0.03417016,-0.240875949,-0.118517701,0.288717053,0.263006963,0.240148824,0.232689546,0.148518836,0.358625321,0.30349932,0.061267469,0.188871038,0.105177322,0.207025631,0.460861682,0.438651107,0.608021424,1,0.638676277,0.650479151,-0.145984179,-0.217543458,-0.229378687,-0.02913485,0.104735187,0.063263725,0.391884481,0.388541581,0.373117587,0.205350493,0.415257738,0.281747562,0.477103264,0.289960015,0.352907735,0.296460602,0.141938559,0.28570576,0.318607615,0.187602479,0.154539399,-0.029144275,-0.000653605,0.225206565,0.308193799,0.116517512,0.3042355,0.059918572,0.017573825,0.075841469,-0.022655977,0.048962401,0.213234853,0.193369345,0.429262893,0.053781323,0.025508988,0.506444151,0.519022379,0.233643114,0.053340586,0.498733058,0.456136135,0.43969732,0.482300044,0.446131533,-0.014062611
Q.11-m9,0.325349706,0.301577348,0.330941484,0.431575245,0.314216338,0.355887269,0.389187023,0.187406206,0.407411218,0.406550792,0.339109429,0.405833728,0.422565459,0.252047023,0.045573542,0.170821618,0.245867498,0.157634933,0.205348821,-0.069978486,0.314457179,0.196575291,0.378181711,0.242786238,-0.007819745,-0.041853996,0.308528255,0.288000539,0.265477946,0.331444696,0.519711844,0.344271231,0.245769953,0.070753173,0.143825627,0.012276056,0.126698683,0.155171134,0.10664091,0.207847765,0.115756113,0.208226087,0.391896329,0.496865448,0.127033493,0.057584935,0.128956093,0.075644033,-0.039030171,-0.070311492,0.092742398,-0.213981233,0.013183516,0.333712699,0.353673486,0.321815605,0.302564425,0.244590083,0.402955214,0.302863449,0.116809257,0.248490117,0.228352183,0.379792052,0.517721109,0.523249798,0.647208701,0.638676277,1,0.617554394,-0.138871258,-0.224722465,-0.140242897,0.112752009,0.198405898,0.167133439,0.408561249,0.436859722,0.446852587,0.286617964,0.386861133,0.335727042,0.463370206,0.374518331,0.342524363,0.280330067,0.202809047,0.289602338,0.391868102,0.250047047,0.225723936,0.057560146,0.047291583,0.231187787,0.290090496,0.173302411,0.357702861,0.161979459,0.19429759,0.231650179,0.094300413,0.120644073,0.269440367,0.246210966,0.397501722,0.124221421,-0.066255733,0.492633421,0.462493112,0.2497875,-0.054598139,0.373949916,0.3651634,0.436189366,0.482732382,0.484731855,-0.01035424
Q.11-m10,0.263897629,0.299826221,0.303709237,0.302978713,0.271669376,0.291858288,0.351848843,0.17403814,0.258594083,0.363871927,0.268220993,0.413512835,0.389627843,0.23044206,0.071607836,0.139489618,0.226410312,0.177419974,0.176149648,-0.071799346,0.231713794,0.128806182,0.343346536,0.217939703,0.090838571,0.006924832,0.36608782,0.318346601,0.329074694,0.398622163,0.594822089,0.402653834,0.162208313,0.000622785,0.143640878,0.073548534,0.108017424,0.051926916,0.002535673,0.124798478,0.097632471,0.196425704,0.317862421,0.419274714,0.086919043,0.075362183,0.07745858,0.032166523,-0.015566927,-0.082275894,0.042010121,-0.229584613,-0.073735904,0.353349487,0.273946774,0.23995867,0.267810376,0.195930532,0.409735519,0.315927227,0.023542437,0.204279633,0.070343695,0.160083577,0.453021081,0.413409169,0.520132303,0.650479151,0.617554394,1,-0.11730391,-0.175328283,-0.103238919,0.05913823,0.138570151,0.117431176,0.381686246,0.41283351,0.392707752,0.20930544,0.373210458,0.282514531,0.467542839,0.317574702,0.351977182,0.307750223,0.183321554,0.272312533,0.301482889,0.215830136,0.173476263,0.085178997,0.047064139,0.208027672,0.250727883,0.146913205,0.259475205,0.063677929,0.06061336,0.028231414,0.028021009,0.048633105,0.167944616,0.188114694,0.352003073,0.065747496,-0.034452745,0.480204265,0.469654424,0.228920383,0.006666562,0.366682833,0.389603341,0.439730492,0.440257214,0.41692493,-0.002108002
Q.12-m1,-0.195750441,-0.120134916,-0.106630358,-0.124683807,-0.023263663,-0.140757331,-0.170961022,-0.268942345,-0.123422427,-0.162551708,-0.136223996,-0.039034018,-0.080957537,0.219641189,0.331398721,0.275898723,0.169411118,0.256386254,0.268315198,0.475845827,0.118353466,0.299225118,0.179011233,0.226116623,0.313794262,0.434131838,0.061940808,0.039205271,0.098561071,0.070805164,-0.063153093,-0.03381035,0.098942299,-0.043357587,0.023320497,0.034579284,0.115732157,0.136972406,0.222362071,0.234305765,0.190632154,0.122089961,0.082018854,0.009797969,0.089665056,0.094399105,0.032016352,0.064010994,0.045543556,-0.187608541,0.197079698,0.324821397,0.300982139,0.066458833,-0.024107898,-0.014438348,0.076592036,0.162756971,-0.139235509,-0.078964259,0.288289704,0.134943594,0.211702905,0.158076144,-0.117738046,-0.002481495,-0.007505254,-0.145984179,-0.138871258,-0.11730391,1,0.892823999,0.680112478,0.356555546,0.364967141,0.335940302,0.027989618,0.072146398,0.041393278,0.145907721,0.075543808,0.110424039,-0.093440523,-0.013229807,0.079773563,0.030686178,0.243352968,0.145808113,0.085145732,0.286601186,0.261251862,0.366615067,0.347812345,0.217920625,0.057073397,0.181390082,0.11467767,0.232018639,0.278942256,0.258468392,0.355542289,0.295532768,0.130315363,0.155876573,-0.144484265,0.20084356,-0.242760869,-0.246887176,-0.201741885,0.073197993,-0.178414033,-0.161482955,-0.137980971,-0.181775174,-0.256787962,-0.142576559,0.012416064
Q.12-m2,-0.233824139,-0.188084915,-0.156350149,-0.181707222,-0.062712165,-0.156073367,-0.232925241,-0.304811926,-0.149761633,-0.209517276,-0.138734405,-0.099813348,-0.120563083,0.209665005,0.315716307,0.27957822,0.144693216,0.247198399,0.262451804,0.485139181,0.115560401,0.274013455,0.108423327,0.189456179,0.27076371,0.411760783,0.025417336,0.026901521,0.060312717,0.007892547,-0.107493004,-0.054968377,0.054429498,-0.011756432,-0.044674185,0.044472828,0.113243152,0.170478551,0.228308112,0.218724328,0.16933419,0.104466306,0.05473424,-0.00997458,0.117695762,0.106861764,0.052272129,0.120247196,0.078594387,-0.157418043,0.258135698,0.378266393,0.364122582,0.047635215,-0.03180425,0.00793255,0.130794445,0.1962873,-0.160541897,-0.103243379,0.285689103,0.08720844,0.204472841,0.132232459,-0.202420301,-0.075185036,-0.085360115,-0.217543458,-0.224722465,-0.175328283,0.892823999,1,0.734789072,0.380413775,0.346717057,0.32643975,-0.038419336,0.016920456,-0.005380215,0.150928942,0.031953163,0.118849786,-0.151582033,0.007051431,0.048461827,-0.015738783,0.25350843,0.124198347,0.041950374,0.280423841,0.258787673,0.406559661,0.381372056,0.210682563,0.012159218,0.192793378,0.092994176,0.258458274,0.281209247,0.240526777,0.397767305,0.309202076,0.13680116,0.138308939,-0.17377388,0.232552804,-0.23149104,-0.317866191,-0.297261058,0.048835876,-0.170698229,-0.214820393,-0.147081714,-0.254534269,-0.317845707,-0.193137775,0.004410812
Q.12-m3,-0.335155549,-0.243244546,-0.261574606,-0.232150893,-0.129626288,-0.265637936,-0.300822786,-0.293920419,-0.21413361,-0.275432674,-0.233433286,-0.188855671,-0.227239411,0.209991973,0.357157936,0.273420427,0.132540591,0.277380008,0.279608501,0.537667515,0.092373861,0.309995015,0.064625734,0.222109371,0.315207183,0.388941005,0.029207364,0.029177985,0.019901843,0.058283146,-0.079908083,-0.108459138,0.149131949,-0.052183674,-0.010598632,0.0357951,0.162535817,0.179424108,0.259469976,0.236531411,0.172270988,0.10808251,0.030713545,0.02660472,0.163549785,0.20800201,0.169383683,0.199958207,0.122226439,-0.157453314,0.239521836,0.426947244,0.363398657,0.104525871,-0.104924374,-0.056181914,0.064986611,0.182416327,-0.099004091,-0.14087317,0.321720851,0.075431793,0.261433648,0.175693725,-0.145269712,-0.0353882,-0.037537321,-0.229378687,-0.140242897,-0.103238919,0.680112478,0.734789072,1,0.432413106,0.33905342,0.360731273,-0.030787582,0.001873195,0.008241731,0.135596564,0.001530896,0.073211756,-0.219084567,0.005052551,0.043733668,-0.023430414,0.27928577,0.103814608,-0.000627385,0.315426504,0.260950516,0.417756812,0.362968806,0.208103793,0.012801161,0.198167292,0.080504448,0.255780295,0.361331769,0.287005287,0.421271602,0.384979742,0.120136354,0.172309777,-0.16074728,0.251648606,-0.325372597,-0.26851136,-0.291590228,0.057592522,-0.233398219,-0.185135349,-0.11988838,-0.194711583,-0.26561681,-0.169308416,0.038680855
Q.12-m4,-0.110549442,-0.089242253,-0.060542556,-0.060703258,0.053019753,-0.00644434,-0.045829776,-0.245939513,0.061580563,-0.033838634,-0.032434145,0.049059952,0.007318021,0.405984555,0.452017605,0.522209933,0.42194884,0.451400374,0.522107731,0.410684861,0.405594868,0.507307485,0.376659189,0.519910112,0.304630891,0.344778479,0.060526001,0.014117497,0.072066369,0.106471138,0.109656673,0.028534742,0.260148635,0.018002057,0.19699303,-0.016435059,0.384023107,0.464660622,0.433137332,0.524956153,0.474004737,0.373171887,0.353662944,0.343195309,0.150746858,0.262089195,0.209163044,0.209547206,0.013017944,-0.2381061,0.291785483,0.300236634,0.402854954,0.271454587,0.171398057,0.197782251,0.264998381,0.43574991,0.113410558,0.157104329,0.401090301,0.2797892,0.398607389,0.31912177,0.140857854,0.200297797,0.108278439,-0.02913485,0.112752009,0.05913823,0.356555546,0.380413775,0.432413106,1,0.697069582,0.685716902,0.221232507,0.29141115,0.299644949,0.422158122,0.31235625,0.354475962,0.091230076,0.226477664,0.273376863,0.291343875,0.390374393,0.276253877,0.24778705,0.512516141,0.37792423,0.50259818,0.443499255,0.266275253,0.169898468,0.359177817,0.276658699,0.367205237,0.366902883,0.392599907,0.545814876,0.45136888,0.387337536,0.417519419,0.020581111,0.537491095,-0.343462862,0.012421921,0.002945506,0.346142266,-0.253275743,0.036118996,0.098760651,-0.03822827,0.005931325,0.177480283,0.006161617
Q.12-m5,0.032472328,0.117974917,0.095129513,0.108619773,0.207405578,0.114651153,0.076865059,-0.178211816,0.178584883,0.084389763,0.089805811,0.179121836,0.088204929,0.517748375,0.485462753,0.639288932,0.619885839,0.546907812,0.620683833,0.402406231,0.611332106,0.551562645,0.575838219,0.596175303,0.327325144,0.354968032,0.172297772,0.160250476,0.197275206,0.272208825,0.185257435,0.104199359,0.289899089,0.019094328,0.134712818,0.044049825,0.317932103,0.44381187,0.439390538,0.542293256,0.436747648,0.316204149,0.419106999,0.367503919,0.193523346,0.272111728,0.244385094,0.22246878,0.048738323,-0.193553428,0.280460225,0.195815529,0.329996302,0.339195364,0.282135879,0.264317315,0.309671115,0.396850939,0.175126512,0.237390662,0.403307141,0.384907507,0.486671662,0.427532156,0.271026325,0.362797132,0.307820298,0.104735187,0.198405898,0.138570151,0.364967141,0.346717057,0.33905342,0.697069582,1,0.697597114,0.391665406,0.437954131,0.442324256,0.464309528,0.424778774,0.431874257,0.280768988,0.328651438,0.391482189,0.360285136,0.487486794,0.443628877,0.407305023,0.583527968,0.531804328,0.446743976,0.430667109,0.432438321,0.377794802,0.412766434,0.412202318,0.457133474,0.400200962,0.40707296,0.487518744,0.424344495,0.447942461,0.531345106,0.166728717,0.456690166,-0.374188404,0.110160303,0.110820721,0.358603237,-0.243551625,0.129148864,0.19033215,0.056485288,0.109196765,0.294296223,0.008863587
Q.12-m6,-0.032805236,0.021550875,0.028570718,0.026722573,0.128464566,0.062744361,0.013469124,-0.176990234,0.124867901,0.042799633,0.030932753,0.117240782,0.079726811,0.445255358,0.517665584,0.560947385,0.469614375,0.492330446,0.567157418,0.438930289,0.457788303,0.536038933,0.394054897,0.505144027,0.335945205,0.392622815,0.200509717,0.166243812,0.157450195,0.236077378,0.207629819,0.060091662,0.274489258,-0.006908621,0.221450861,0.040563738,0.299706685,0.382047402,0.377885961,0.467634929,0.360527414,0.324626802,0.307436435,0.274707227,0.204664698,0.277177765,0.259074616,0.220847014,0.00857425,-0.204874776,0.285626662,0.289773034,0.355182184,0.30706488,0.193014797,0.194296075,0.260727321,0.373251206,0.189646813,0.21027021,0.410729131,0.322405662,0.422795813,0.351633872,0.198247082,0.263044609,0.184523006,0.063263725,0.167133439,0.117431176,0.335940302,0.32643975,0.360731273,0.685716902,0.697597114,1,0.354324199,0.392713367,0.404757464,0.428310341,0.366010182,0.327589169,0.194775467,0.246491352,0.301745243,0.284064112,0.42591314,0.31538375,0.2582801,0.510472764,0.353669977,0.448290719,0.359911439,0.28785864,0.258421887,0.265687455,0.304121597,0.338346223,0.332190891,0.35900794,0.503324343,0.391759601,0.367094448,0.464989788,0.144116574,0.412970381,-0.315972505,0.08953705,0.055788367,0.298659215,-0.190420241,0.057089915,0.113543784,0.001614989,0.058621987,0.244716664,0.027245677
Q.12-m7,0.212290985,0.197685352,0.276101409,0.263298853,0.244837227,0.300766618,0.269932978,-0.033881253,0.311344981,0.208511847,0.24932312,0.381400394,0.250895479,0.436264269,0.249979562,0.389894351,0.452591267,0.452466745,0.469803264,0.169422455,0.521350042,0.41586595,0.571413878,0.396145304,0.222489702,0.208050066,0.322184557,0.31523433,0.382374973,0.436120289,0.368307881,0.294949199,0.236838926,0.012608549,0.308174746,0.019418414,0.297227898,0.310417419,0.251363864,0.346621808,0.3191741,0.343527912,0.483958283,0.469393824,0.131749544,0.127047563,0.169675036,0.122471973,-0.025431007,-0.115861449,0.12562674,-0.047919388,0.027341386,0.285235994,0.435871709,0.363932521,0.442467646,0.314558866,0.416797576,0.334738795,0.270108236,0.433551747,0.316800123,0.383976541,0.387833404,0.38479548,0.476429482,0.391884481,0.408561249,0.381686246,0.027989618,-0.038419336,-0.030787582,0.221232507,0.391665406,0.354324199,1,0.857113163,0.820692073,0.459676392,0.609047601,0.569976047,0.52284529,0.383084786,0.406221961,0.390061796,0.314400204,0.425334627,0.45418263,0.348561761,0.3795247,0.246793773,0.247955159,0.345391075,0.364195667,0.213934914,0.425629352,0.254184219,0.227951708,0.245293669,0.216658631,0.242188854,0.362105096,0.39336676,0.340132001,0.186099944,-0.136933143,0.310851746,0.425188668,0.340951482,-0.058748128,0.373421692,0.400550882,0.389939636,0.439549926,0.527739994,0.047147183
Q.12-m8,0.161648496,0.1801966,0.259699727,0.252115827,0.236797827,0.324740035,0.288131725,-0.06369574,0.299830224,0.193406817,0.248306693,0.423739176,0.295855501,0.456876659,0.320872537,0.440057379,0.511636255,0.49673568,0.503375015,0.170305894,0.570197466,0.447865808,0.587420569,0.460503913,0.292499356,0.258656184,0.365329949,0.346081165,0.46249435,0.50520787,0.45064385,0.291700079,0.301837538,-0.01254574,0.339239842,0.078408122,0.298022388,0.302749987,0.241987987,0.349421265,0.301129694,0.340449096,0.451727479,0.45029331,0.187064354,0.145511034,0.176982097,0.141933655,-0.018440514,-0.105407292,0.104083698,-0.044689338,0.091738057,0.321690417,0.419522959,0.398499463,0.491067692,0.37717862,0.485130441,0.362801949,0.273150512,0.459124264,0.371553958,0.438494546,0.398325378,0.432393048,0.487706217,0.388541581,0.436859722,0.41283351,0.072146398,0.016920456,0.001873195,0.29141115,0.437954131,0.392713367,0.857113163,1,0.910325223,0.516417429,0.656577682,0.628947579,0.540826937,0.446527213,0.458135369,0.451766417,0.384208163,0.457820638,0.437629203,0.395377537,0.408618754,0.2971341,0.303258564,0.363254771,0.374753972,0.256763017,0.441812192,0.30349719,0.268768186,0.268038991,0.279095783,0.284100236,0.414772669,0.459446278,0.337901852,0.233729163,-0.219042582,0.300320989,0.376251272,0.363720198,-0.108248956,0.31916462,0.361727415,0.358275857,0.41419707,0.518469403,0.058487416
Q.12-m9,0.193970874,0.184528391,0.237627561,0.293934662,0.263527989,0.340040932,0.278397855,-0.047048572,0.360315775,0.207752915,0.254384854,0.386314841,0.270924159,0.480393255,0.338898984,0.451164521,0.497648642,0.521036984,0.510393078,0.200036813,0.589958661,0.461486376,0.570019623,0.475268218,0.286350282,0.277161181,0.345049765,0.359343752,0.450004397,0.53926368,0.468968676,0.275711288,0.341745132,-0.00054072,0.341949993,0.017725599,0.318003869,0.314641718,0.259879176,0.358624023,0.349588452,0.307362977,0.502023139,0.456947991,0.198392398,0.150073659,0.209172755,0.153800793,-0.056165764,-0.124510442,0.105983388,-0.069782688,0.099844534,0.330764069,0.472658005,0.432347566,0.487316992,0.410804861,0.509098595,0.381430606,0.27857515,0.432437517,0.408953516,0.431660317,0.42647775,0.449737563,0.502583372,0.373117587,0.446852587,0.392707752,0.041393278,-0.005380215,0.008241731,0.299644949,0.442324256,0.404757464,0.820692073,0.910325223,1,0.574589445,0.65792249,0.626172011,0.536680926,0.507290156,0.495281356,0.474890296,0.389774489,0.478176819,0.45219504,0.380040561,0.408438819,0.288500148,0.267363761,0.374361994,0.392790221,0.237796303,0.425135529,0.295729991,0.275171049,0.293216352,0.268617196,0.255956931,0.403819461,0.444343837,0.355766004,0.220527016,-0.200106395,0.291697073,0.368941226,0.38654981,-0.1115617,0.311927648,0.35528097,0.365506095,0.448078671,0.538664484,0.056508345
Q.12-m10,0.1065391,0.055916277,0.108347543,0.141052209,0.203122075,0.160079972,0.088990801,-0.140404448,0.214476687,0.11003275,0.152717533,0.183792924,0.160814601,0.390284173,0.293003534,0.397851899,0.380083946,0.343807534,0.403213511,0.267084804,0.416577778,0.345000755,0.411399408,0.4411667,0.207167614,0.193402405,0.225573852,0.190131578,0.242489521,0.297022944,0.267964249,0.176678058,0.282064654,0.018563669,0.157744458,-0.015250041,0.206663199,0.301289688,0.267896552,0.356789681,0.295764467,0.267812265,0.355745296,0.350826599,0.13559819,0.176010764,0.21358396,0.127679897,-0.064403969,-0.188734307,0.129252965,0.028032497,0.208100372,0.355174036,0.370235035,0.418775541,0.500502622,0.48868747,0.410107047,0.451446683,0.389851616,0.352839766,0.388541302,0.402025385,0.297018,0.37706547,0.321983761,0.205350493,0.286617964,0.20930544,0.145907721,0.150928942,0.135596564,0.422158122,0.464309528,0.428310341,0.459676392,0.516417429,0.574589445,1,0.53555614,0.680865699,0.34285544,0.641541921,0.354122982,0.429163671,0.381128455,0.418376084,0.315043466,0.4179015,0.389372961,0.367889771,0.296582516,0.300572924,0.288605838,0.342150444,0.391890171,0.388956916,0.344010416,0.340899659,0.336872141,0.309126321,0.514063983,0.570162525,0.230274783,0.433200636,-0.303592896,0.144852997,0.166485491,0.402567054,-0.198918137,0.212999811,0.299799251,0.220401991,0.232278643,0.329325854,0.014082468
Q.13-m1,0.202456655,0.270686709,0.258380927,0.276654368,0.312143749,0.320978947,0.300072946,0.026824401,0.359575849,0.313809379,0.294552056,0.361803013,0.29759184,0.514646893,0.293854398,0.459549715,0.529091685,0.413987156,0.479667119,0.172525073,0.549439138,0.419803491,0.556534571,0.448026006,0.235657453,0.190558978,0.295878814,0.271816426,0.319187384,0.38991758,0.460487637,0.344995035,0.260695342,-0.021653861,0.282778991,0.025155997,0.324741693,0.359640409,0.254158501,0.391393325,0.34648585,0.321688869,0.490360008,0.500332802,0.080099936,0.12992014,0.137999578,0.072143551,-0.083584615,-0.147430909,0.149813568,-0.119935436,0.081689209,0.354380324,0.50545281,0.426621537,0.382224451,0.452282831,0.33375599,0.388722981,0.319610242,0.455987964,0.343012528,0.364569261,0.439571696,0.425810422,0.504602122,0.415257738,0.386861133,0.373210458,0.075543808,0.031953163,0.001530896,0.31235625,0.424778774,0.366010182,0.609047601,0.656577682,0.65792249,0.53555614,1,0.683329497,0.568613889,0.501791274,0.501313018,0.49358851,0.37558484,0.44904593,0.47169345,0.406826743,0.405281387,0.256541428,0.211319593,0.377364037,0.432492559,0.240820133,0.358320209,0.31520515,0.243708664,0.274387247,0.240387478,0.26009728,0.436644704,0.496251482,0.408552629,0.262455071,-0.196221339,0.361261256,0.379819351,0.398474549,-0.073097724,0.373800124,0.391122351,0.313354661,0.408719662,0.503216043,0.008617521
