ＩＤ,年齢,都道府県,性別,結婚,職業,業種,世帯年収,居住形態,子供有無,Q.1-1(FA),Q.2,Q.3-1(FA),Q.4-1(FA),Q.5-m1,Q.5-m2,Q.5-m3,Q.5-m4,Q.5-m5,Q.5-m6,Q.5-m7,Q.5-m8,Q.5-m9,Q.5-m10,Q.6-m1,Q.6-m2,Q.6-m3,Q.6-m4,Q.6-m5,Q.6-m6,Q.6-m7,Q.6-m8,Q.6-m9,Q.6-m10,Q.7-m1,Q.7-m2,Q.7-m3,Q.7-m4,Q.7-m5,Q.7-m6,Q.7-m7,Q.7-m8,Q.7-m9,Q.7-m10,Q.8-m1,Q.8-m2,Q.8-m3,Q.8-m4,Q.8-m5,Q.8-m6,Q.8-m7,Q.8-m8,Q.8-m9,Q.8-m10,Q.9-m1,Q.9-m2,Q.9-m3,Q.9-m4,Q.9-m5,Q.9-m6,Q.9-m7,Q.9-m8,Q.9-m9,Q.9-m10,Q.10-m1,Q.10-m2,Q.10-m3,Q.10-m4,Q.10-m5,Q.10-m6,Q.10-m7,Q.10-m8,Q.10-m9,Q.10-m10,Q.11-m1,Q.11-m2,Q.11-m3,Q.11-m4,Q.11-m5,Q.11-m6,Q.11-m7,Q.11-m8,Q.11-m9,Q.11-m10,Q.12-m1,Q.12-m2,Q.12-m3,Q.12-m4,Q.12-m5,Q.12-m6,Q.12-m7,Q.12-m8,Q.12-m9,Q.12-m10,Q.13-m1,Q.13-m2,Q.13-m3,Q.13-m4,Q.13-m5,Q.14-m1,Q.14-m2,Q.14-m3,Q.14-m4,Q.14-m5,Q.14-m6,Q.14-m7,Q.14-m8,Q.14-m9,Q.14-m10,Q.15-m1,Q.15-m2,Q.15-m3,Q.15-m4,Q.15-m5,Q.15-m6,Q.15-m7,Q.15-m8,Q.15-m9,Q.15-m10,Q.16-m1,Q.16-m2,Q.16-m3,Q.16-m4,Q.16-m5,Q.16-m6,Q.17-m1,Q.17-m2,Q.17-m3,Q.17-m4,Q.17-m5,Q.17-m6,Q.18-m1,Q.18-m2,Q.18-m3,Q.18-m4,Q.18-m5,Q.18-m6,Q.19-m1,Q.19-m2,Q.19-m3,Q.19-m4,Q.19-m5,Q.19-m6
m8997655,52,東京都,男性,既婚,会社員(正社員),製造業,"1,000万～1,200万未満",持ち家（マンション）,なし,新木優子,2,0,5000,5,5,4,6,5,6,5,2,1,4,4,5,6,4,5,3,3,4,4,3,3,3,4,4,3,4,7,7,7,7,6,5,5,5,5,4,4,4,3,4,3,5,4,4,4,4,5,4,5,3,2,2,2,4,4,3,4,4,5,5,2,4,3,4,4,4,4,5,5,6,2,2,1,4,2,4,4,5,5,4,5,5,5,5,4,4,4,2,2,4,3,2,1,1,3,2,2,2,2,2,2,2,2,2,2,4,4,3,3,5,4,4,4,4,4,5,4,6,4,4,4,4,4,5,5,3,4,5,5
m8970750902,40,大阪府,男性,既婚,会社員(正社員),メディア・マスコミ・広告業,800万～900万未満,持ち家（一戸建て）,あり,三船敏郎,1,10000,100000,7,7,7,7,7,7,7,3,5,7,6,7,7,3,2,2,3,2,3,1,2,3,5,5,1,1,3,6,6,5,5,5,6,5,3,6,2,2,2,2,2,2,3,3,4,2,2,4,6,1,6,1,1,5,5,4,3,2,3,5,3,6,4,3,4,5,4,7,5,5,1,1,1,1,1,1,5,4,4,2,3,2,5,5,4,2,1,1,1,1,2,1,1,1,1,5,5,5,1,1,1,1,1,3,1,4,1,2,6,6,1,2,6,6,6,6,5,5,5,5,5,2,4,5,6,3,5,4,2
m8971296069,59,大阪府,男性,既婚,専業主婦,勤めていない,700万～800万未満,持ち家（マンション）,あり,濱田岳,1,0,0,7,4,6,6,3,5,6,2,6,7,7,4,6,2,1,1,1,1,1,1,2,1,4,2,1,1,1,1,2,1,6,4,4,6,5,6,4,1,1,1,1,4,4,1,4,4,5,2,4,5,1,1,1,4,1,1,2,1,4,4,1,1,1,1,5,4,4,5,4,5,1,1,1,1,1,1,4,4,4,4,1,1,5,6,4,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,6,6,1,1,4,1,6,6,2,5,5,4,5,4,6,6,6,4,6,6,4
m8975404443,52,埼玉県,男性,既婚,会社員(正社員),電気・ガス・水道業,"900万～1,000万未満",持ち家（一戸建て）,あり,役所広司,1,0,500,6,7,7,7,7,5,5,1,6,7,6,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,6,2,6,6,2,5,6,7,4,1,2,4,1,5,4,4,2,1,2,5,7,1,1,2,1,1,1,1,1,1,1,1,1,1,4,5,6,5,4,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,6,1,1,6,6,6,4,1,6,6,6,6,2,4,5,4,3,6,2,2
m89789538202,35,福岡県,男性,既婚,会社員（契約・派遣社員）,運送・輸送業,600万～700万未満,持ち家（一戸建て）,あり,竹之内　豊,1,0,1000,6,7,7,6,6,6,6,1,5,7,6,6,7,2,1,2,1,3,1,1,2,2,2,3,1,1,5,6,6,5,6,6,6,4,5,4,1,1,3,2,2,3,2,5,3,4,5,2,2,3,2,1,2,4,4,4,5,4,6,6,1,4,6,6,6,6,6,6,6,6,1,1,1,4,1,1,2,1,4,4,6,6,5,6,6,4,4,4,3,5,2,2,1,1,3,2,2,3,1,4,4,1,1,3,2,6,6,4,6,6,5,3,4,4,5,6,5,5,5,5,4,4,4,5,5,3,3,5,2
m8971154474,53,山形県,男性,既婚,会社員(正社員),その他,300万～400万未満,持ち家（一戸建て）,あり,松島菜々子,2,0,0,6,6,6,6,5,5,4,2,5,5,6,6,6,4,4,2,2,2,2,2,2,2,2,2,2,2,6,6,6,5,5,5,4,4,6,4,2,2,2,4,2,4,3,4,4,2,2,2,5,5,2,2,2,2,2,4,4,4,6,5,2,4,4,4,5,4,4,4,4,4,2,2,2,2,2,2,5,5,5,3,4,4,5,4,4,3,6,3,4,4,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,2,4,4,4,4,4,4,3,4,3,3,4,4,4,2,6,2,4,2
m89789336193,54,千葉県,男性,既婚,会社員(正社員),商社・卸売り・小売業,"900万～1,000万未満",持ち家（マンション）,あり,ムロツヨシ,1,10000,50000,6,5,5,5,5,5,5,4,5,6,5,6,6,4,2,2,2,2,2,2,2,2,3,3,1,1,5,5,5,4,5,5,4,5,6,4,6,5,5,4,5,5,5,5,5,3,3,5,4,3,2,4,2,4,4,2,5,4,5,5,4,4,4,5,5,4,4,5,5,4,5,4,3,3,2,2,3,3,3,2,4,4,5,5,4,5,5,3,3,3,2,2,1,1,1,4,4,4,4,4,4,4,3,4,5,5,3,4,6,5,5,4,5,5,5,5,5,5,6,5,4,2,4,4,5,4,4,4,2
m8970345947,58,兵庫県,男性,既婚,自営業,情報通信業,300万～400万未満,持ち家（一戸建て）,あり,石田ゆりこ,2,1000,5000,7,7,6,5,5,7,7,1,6,7,7,6,7,4,5,2,2,2,2,1,2,2,2,1,5,2,6,6,7,5,7,7,4,4,7,4,4,3,2,5,2,2,2,2,5,5,4,4,5,3,1,1,1,3,1,1,2,1,5,4,2,4,4,3,3,4,3,5,4,5,1,1,1,2,2,2,2,5,5,1,5,2,5,5,4,3,4,4,4,5,2,2,2,1,3,2,1,2,1,2,1,1,1,1,5,6,1,1,6,7,5,1,5,4,7,7,5,5,6,6,4,4,4,4,5,4,2,2,2
m89789762443,45,東京都,男性,既婚,会社員(正社員),製造業,600万～700万未満,持ち家（一戸建て）,あり,吉岡里帆,2,10000,30000,5,6,5,4,3,5,5,4,5,4,5,5,4,2,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,4,5,4,4,5,5,5,4,5,5,5,4,5,5,5,5,3,3,4,5,3,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,6,5,4,3,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,3,3,4,3,4,3,3,4,4,4,4,3,4,4,4,4,4,5,4,4,5,3,4,4,3,3,4,5
m89789624082,68,兵庫県,男性,既婚,会社員(正社員),製造業,"1,500万～1,800万未満",持ち家（一戸建て）,あり,綾瀬はるか,2,20000,30000,6,6,5,6,4,6,5,6,7,6,5,5,7,7,6,5,4,5,6,6,6,5,6,7,6,4,5,5,6,7,5,4,4,7,6,6,7,5,5,5,5,5,6,5,7,6,5,5,6,5,6,5,4,4,4,5,6,7,6,4,5,5,5,4,5,6,6,5,5,4,6,5,5,5,4,6,6,5,5,6,5,6,5,6,6,5,5,6,5,6,5,5,6,5,5,4,5,6,5,5,6,5,6,6,6,6,5,6,6,5,4,5,6,7,6,6,6,4,5,5,6,6,5,5,4,4,5,6,6
m8991660415,68,宮城県,男性,既婚,無職,勤めていない,400万～500万未満,持ち家（一戸建て）,あり,高倉健,2,0,10000,6,6,6,6,4,6,6,5,6,7,6,6,6,4,2,2,3,3,3,1,2,2,3,2,1,1,6,6,6,6,6,5,4,6,6,2,4,5,5,4,5,3,4,6,6,4,4,2,6,2,2,2,2,6,4,3,4,2,2,2,2,5,6,6,6,6,6,7,6,7,2,2,2,1,2,2,6,6,6,1,4,1,5,6,2,4,5,2,2,2,1,1,1,1,1,3,2,3,1,1,2,2,1,1,1,2,2,2,5,6,6,2,5,5,6,6,6,5,4,4,5,3,4,5,4,4,3,2,3
m89787783552,45,静岡県,男性,既婚,会社員(正社員),教育業,600万～700万未満,持ち家（一戸建て）,あり,哀川翔,1,1000,5000,6,6,5,6,4,5,5,3,4,5,5,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,5,4,3,4,4,1,1,1,4,4,3,5,4,4,4,4,5,3,3,3,4,5,2,3,2,1,4,4,3,4,1,4,4,5,4,5,6,4,3,1,1,1,1,1,2,2,2,2,2,1,5,4,2,2,2,1,1,2,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,3,2,1,3,1,1,6,6,5,6,7,6,6,6,4,5,5,1
m89789633986,67,広島県,男性,既婚,専業主婦,勤めていない,400万～500万未満,持ち家（一戸建て）,あり,綾瀬はるか,2,0,0,5,5,5,5,4,5,5,3,5,5,4,4,5,4,4,4,1,2,2,1,2,5,4,2,1,1,5,6,5,5,5,5,4,4,6,5,4,4,3,3,4,5,5,5,5,5,5,4,4,4,2,2,3,4,4,3,2,3,5,4,3,3,3,4,3,2,4,5,5,5,2,2,2,2,2,2,3,3,3,3,4,3,5,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,5,5,5,4,4,5,5,4,4,3,3,5,2,6,4,3,5,3,3,4
m89788415026,46,広島県,男性,既婚,会社員(正社員),運送・輸送業,400万～500万未満,賃貸（マンション）,あり,オダギリジョー,1,0,5000,7,6,6,5,4,5,5,5,4,7,5,6,7,3,2,1,3,2,2,1,3,3,5,3,1,1,6,6,5,4,5,5,4,5,3,5,3,3,2,5,3,6,4,5,4,3,3,2,5,3,2,3,1,5,5,5,5,4,5,6,4,4,5,5,7,6,6,7,7,6,2,2,2,2,2,4,5,5,4,4,5,5,5,5,4,5,5,2,4,5,3,2,2,1,2,5,3,4,2,6,4,4,2,2,4,6,1,4,7,6,5,3,4,4,6,6,5,6,7,7,6,2,5,5,4,5,3,5,1
m89787977645,60,東京都,男性,未婚,パート・アルバイト,その他,300万～400万未満,持ち家（一戸建て）,なし,志田未来,2,0,5000,7,7,7,7,7,7,7,1,7,7,6,5,5,2,3,2,2,2,2,1,2,2,2,2,6,2,4,4,6,4,4,5,7,3,5,2,4,4,4,4,2,3,3,3,1,2,3,2,2,6,1,1,1,3,2,2,3,1,4,4,1,3,1,2,3,2,5,6,5,5,1,1,1,2,2,2,5,5,5,2,3,2,5,5,2,2,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,6,2,1,7,4,5,1,7,7,6,6,6,5,4,4,6,2,5,6,1,2,5,5,1
m8971207378,60,福岡県,男性,既婚,会社員(正社員),運送・輸送業,600万～700万未満,賃貸（マンション）,あり,ジョディフォスター,2,0,2000,6,6,6,6,4,3,5,3,6,6,5,4,4,2,2,2,3,1,1,2,2,1,2,1,5,5,5,5,6,6,5,6,6,6,3,3,4,4,2,1,1,1,2,3,3,3,3,3,3,6,2,3,6,2,6,4,4,3,3,3,5,2,1,1,5,5,3,6,5,5,3,2,2,3,3,1,4,4,4,3,5,5,5,5,4,6,4,4,1,2,1,1,1,1,1,5,4,5,1,1,2,1,1,2,4,5,3,3,5,6,4,2,4,5,5,5,5,5,5,5,3,3,4,3,3,6,1,2,4
m8970511953,55,愛知県,男性,既婚,無職,勤めていない,600万～700万未満,持ち家（一戸建て）,あり,有村架純,2,0,0,4,4,4,4,2,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,5,3,6,6,5,4,4,4,4,5,4,4,3,3,3,4,5,3,3,4,3,3,3,5,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,2,4,2,5,4,3,4,5,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,4,5,4,4,4,4,5,4,3,3,3,4,4,5,4,4,3,5,3,3,5
m8970172941,65,神奈川県,男性,既婚,無職,勤めていない,200万～300万未満,持ち家（マンション）,なし,北川景子,2,0,0,5,4,5,4,4,4,4,4,4,4,4,4,5,3,2,2,2,2,2,2,2,2,3,4,2,2,5,5,5,5,4,4,4,4,4,4,4,4,2,2,2,2,2,2,5,3,3,3,5,2,3,3,2,3,3,2,4,3,4,4,2,4,3,3,3,3,3,4,4,4,3,3,3,2,1,1,3,3,3,3,3,3,5,4,3,2,3,2,2,5,2,2,1,1,2,2,2,2,2,1,1,1,1,2,4,1,1,3,5,5,3,3,4,3,5,4,4,4,3,3,4,4,5,4,4,5,3,3,4
m8993768287,56,福岡県,男性,既婚,会社員(正社員),製造業,500万～600万未満,賃貸（マンション）,あり,有村架純,2,0,0,5,5,5,5,4,5,5,2,4,5,5,5,5,4,5,4,4,4,4,2,4,4,4,3,5,5,5,7,5,5,4,4,5,5,4,4,3,4,2,3,2,4,4,4,4,3,3,4,4,4,3,4,3,5,4,4,3,4,4,4,3,4,4,4,4,4,5,5,5,5,4,4,3,4,4,4,5,5,4,4,4,4,5,4,4,5,5,5,2,4,4,1,1,1,2,2,2,4,2,1,1,1,1,3,2,5,4,4,4,4,4,6,5,4,4,4,4,2,3,3,4,4,4,4,1,5,1,6,5
m8970165105,68,愛知県,男性,既婚,経営者・役員,製造業,"2,000万以上",持ち家（一戸建て）,あり,菅田将暉,1,0,50000,5,3,3,3,4,5,5,3,5,6,5,5,5,2,2,2,2,2,2,2,2,2,3,4,2,2,4,5,4,4,5,5,4,4,5,5,4,4,2,4,4,5,4,4,4,2,2,2,2,5,2,2,2,3,2,2,2,2,5,4,3,4,2,2,5,4,4,5,5,6,2,2,2,4,2,2,3,4,4,4,4,4,5,5,5,4,3,2,2,4,2,2,1,1,1,2,2,3,1,2,2,2,2,2,2,5,4,3,5,5,4,3,5,5,5,5,4,6,4,5,6,2,6,7,6,1,6,3,1
m89788316186,36,埼玉県,男性,既婚,会社員(正社員),サービス業,600万～700万未満,持ち家（一戸建て）,あり,西島秀俊,1,1000,50000,6,6,5,5,2,6,6,1,4,7,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,6,6,6,6,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,4,1,1,1,1,1,5,1,1,1,1,1,1,5,2,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,4,4,4,6,5,2,7,7,7,7,1,6,7,6,4,5,6,1
m8998293457,73,埼玉県,男性,既婚,無職,勤めていない,500万～600万未満,持ち家（一戸建て）,なし,松山ケンイチ,1,3000,5000,6,5,5,5,5,4,4,3,3,4,5,5,4,3,2,2,2,2,2,2,2,2,2,3,1,2,4,2,2,2,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,5,4,4,3,4,4,4,4,4,4,6,5,4,4,3,4,4,4,6,4,4,2,2,2,2,2,2,2,2,2,2,4,4,5,4,4,5,5,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,5,4,4,5,4,3,4,5,5,5,4,4,4,4,4,4,4,4,3,5,5,4,5,5
m8970622934,33,千葉県,男性,既婚,会社員(正社員),サービス業,500万～600万未満,賃貸（マンション）,あり,山田孝之,1,0,0,5,7,5,4,5,4,5,1,4,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,3,3,4,5,2,5,1,1,1,1,1,1,1,1,5,5,5,2,6,1,5,4,4,4,4,4,4,2,5,4,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,2,1,1,4,4,4,4,5,4,4,4,3,4,4,4,4,3,3
m89788712026,57,岩手県,男性,既婚,会社員(正社員),製造業,"900万～1,000万未満",賃貸（マンション）,なし,中村吉右衛門,1,0,0,6,6,6,6,5,6,6,1,6,7,5,6,6,2,2,1,3,1,2,1,2,1,5,2,1,1,6,6,4,5,5,5,5,6,2,4,2,2,2,1,1,2,5,5,6,5,4,2,7,1,1,1,1,7,7,7,1,1,7,1,1,5,7,7,5,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,7,7,7,7,7,6,7,4,2,2,4,4,4,7,2,2,3
m897592861,61,兵庫県,男性,未婚,会社員(正社員),製造業,"1,000万～1,200万未満",持ち家（マンション）,なし,永野芽衣,2,0,5000,7,6,6,5,4,5,6,1,6,6,6,6,7,4,5,4,3,5,4,3,3,2,5,4,4,3,5,6,7,6,7,6,4,5,7,2,4,3,3,5,4,7,5,5,3,1,1,2,3,5,1,1,2,4,1,1,1,1,5,5,3,4,4,5,5,5,5,6,5,7,2,2,1,2,2,5,6,6,6,6,5,5,5,6,6,3,5,3,4,5,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,6,5,4,7,7,6,4,6,6,6,6,6,2,1,1,2,7,1,2,1,7,1,1,5
