ＩＤ,年齢,都道府県,性別,結婚,職業,業種,世帯年収,居住形態,子供有無,Q.1-1(FA),Q.2,Q.3-1(FA),Q.4-1(FA),Q.5-m1,Q.5-m2,Q.5-m3,Q.5-m4,Q.5-m5,Q.5-m6,Q.5-m7,Q.5-m8,Q.5-m9,Q.5-m10,Q.6-m1,Q.6-m2,Q.6-m3,Q.6-m4,Q.6-m5,Q.6-m6,Q.6-m7,Q.6-m8,Q.6-m9,Q.6-m10,Q.7-m1,Q.7-m2,Q.7-m3,Q.7-m4,Q.7-m5,Q.7-m6,Q.7-m7,Q.7-m8,Q.7-m9,Q.7-m10,Q.8-m1,Q.8-m2,Q.8-m3,Q.8-m4,Q.8-m5,Q.8-m6,Q.8-m7,Q.8-m8,Q.8-m9,Q.8-m10,Q.9-m1,Q.9-m2,Q.9-m3,Q.9-m4,Q.9-m5,Q.9-m6,Q.9-m7,Q.9-m8,Q.9-m9,Q.9-m10,Q.10-m1,Q.10-m2,Q.10-m3,Q.10-m4,Q.10-m5,Q.10-m6,Q.10-m7,Q.10-m8,Q.10-m9,Q.10-m10,Q.11-m1,Q.11-m2,Q.11-m3,Q.11-m4,Q.11-m5,Q.11-m6,Q.11-m7,Q.11-m8,Q.11-m9,Q.11-m10,Q.12-m1,Q.12-m2,Q.12-m3,Q.12-m4,Q.12-m5,Q.12-m6,Q.12-m7,Q.12-m8,Q.12-m9,Q.12-m10,Q.13-m1,Q.13-m2,Q.13-m3,Q.13-m4,Q.13-m5,Q.14-m1,Q.14-m2,Q.14-m3,Q.14-m4,Q.14-m5,Q.14-m6,Q.14-m7,Q.14-m8,Q.14-m9,Q.14-m10,Q.15-m1,Q.15-m2,Q.15-m3,Q.15-m4,Q.15-m5,Q.15-m6,Q.15-m7,Q.15-m8,Q.15-m9,Q.15-m10,Q.16-m1,Q.16-m2,Q.16-m3,Q.16-m4,Q.16-m5,Q.16-m6,Q.17-m1,Q.17-m2,Q.17-m3,Q.17-m4,Q.17-m5,Q.17-m6,Q.18-m1,Q.18-m2,Q.18-m3,Q.18-m4,Q.18-m5,Q.18-m6,Q.19-m1,Q.19-m2,Q.19-m3,Q.19-m4,Q.19-m5,Q.19-m6
m89788239129,28,大阪府,女性,未婚,会社員（契約・派遣社員）,その他,600万～700万未満,持ち家（一戸建て）,なし,山崎賢人,1,15000,15000,5,4,1,6,5,5,3,6,5,6,4,5,5,5,4,4,4,5,7,1,4,5,5,4,5,7,5,5,6,3,4,3,4,6,3,5,4,5,3,4,3,4,2,4,4,7,5,7,6,7,6,6,3,6,7,6,5,7,5,7,6,4,5,4,3,4,6,7,7,7,7,7,7,7,7,5,5,4,6,7,6,6,5,5,4,7,5,6,4,6,4,3,4,3,6,6,5,5,7,3,3,4,6,1,7,6,3,3,3,3,3,4,5,7,7,2,4,7,5,7,7,7,7,7,6,6,6,7,7
m8965516613,42,千葉県,女性,既婚,専業主婦,勤めていない,600万～700万未満,賃貸（マンション）,あり,池松壮亮,1,3000,5000,5,5,6,5,5,6,5,2,5,5,5,5,4,3,4,3,3,5,4,2,4,4,5,5,5,5,5,5,6,6,5,5,5,6,5,4,6,5,5,5,4,5,5,5,5,5,5,5,5,4,4,3,3,5,3,4,5,3,4,4,5,4,4,4,4,5,5,5,5,5,4,4,3,4,4,4,5,5,5,4,5,5,5,5,5,5,5,4,5,4,4,4,1,1,1,4,4,4,3,3,4,3,4,3,3,4,5,4,5,4,5,5,5,5,5,6,6,4,5,5,4,5,4,5,4,5,4,4,4
m8976461814,48,東京都,男性,未婚,会社員(正社員),金融・証券・保険業,"1,800万～2,000万未満",持ち家（マンション）,なし,イビョンホン,1,0,5000,6,7,7,7,5,5,6,2,6,7,6,6,6,2,1,1,2,1,1,1,2,2,3,1,1,1,6,6,6,5,5,5,3,6,5,6,5,5,5,5,5,6,5,5,4,5,5,2,5,4,2,2,2,6,5,5,3,2,6,5,2,3,6,6,6,6,6,7,6,6,2,2,1,2,1,2,4,4,4,3,6,4,5,5,5,5,3,2,1,2,1,1,1,1,1,3,4,3,1,1,5,3,2,2,2,6,2,2,6,6,5,2,6,6,6,6,6,5,4,3,5,5,4,5,6,2,3,5,2
m8974609254,41,福岡県,男性,既婚,会社員(正社員),医療・福祉,800万～900万未満,持ち家（マンション）,あり,神田沙也加,2,50000,35000,6,6,6,6,4,6,7,6,5,5,5,5,5,5,5,5,5,5,7,5,5,6,5,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,6,6,6,7,5,4,6,6,6,6,6,4,5,6,6,7,7,7,6,6,6,6,7,7,5,6,5,6,5,6,5,6,6,6,6,5,2,3,5,5,5,5,5,5,5,7,7,7,5,6,4,3,3,2,2,2,6,3,5,5,5,4,4,2,2,6,5,5,5,5,5,5,5,5,4,5,6,5,7,7,7,6,2,4,5,6,2,6,5,1
m8976839806,46,沖縄県,女性,既婚,専業主婦,勤めていない,300万～400万未満,持ち家（一戸建て）,あり,小栗旬,1,0,1000,7,4,4,4,4,7,4,4,4,7,5,1,4,3,6,1,1,5,1,1,1,1,4,4,7,1,7,7,7,7,4,4,2,4,4,4,2,1,1,1,4,1,1,1,6,1,4,1,7,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,6,6,3,4,4,4,1,1,1,1,2,1,1,1,1,1,1,1,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,7,1,1,1,7,1,1,7
m89787738374,19,石川県,女性,未婚,学生,勤めていない,300万～400万未満,持ち家（一戸建て）,なし,吉高由里子,2,0,20000,7,7,7,7,5,5,7,1,6,7,7,5,6,1,1,1,1,3,3,1,1,1,3,1,4,1,7,7,7,7,4,6,7,2,5,1,3,1,1,4,5,5,4,1,4,5,5,7,7,1,5,1,4,3,4,5,6,4,4,3,4,4,4,5,6,6,5,6,6,7,1,1,1,1,2,1,6,6,6,1,4,6,5,6,7,5,1,1,4,7,1,1,1,1,2,1,1,1,1,1,1,1,1,6,1,5,1,4,6,7,4,7,7,4,7,7,5,1,1,1,1,7,3,1,7,7,2,2,6
m8998767291,42,千葉県,女性,既婚,専業主婦,勤めていない,600万～700万未満,賃貸（マンション）,あり,米倉涼子,2,3000,5000,5,6,5,6,5,5,6,1,5,5,6,5,6,5,5,6,5,4,4,1,5,4,5,5,2,5,6,6,6,5,5,5,6,5,5,5,4,5,5,5,5,5,5,6,6,6,5,5,5,3,5,5,4,6,5,5,5,5,5,5,5,4,5,6,5,5,6,5,5,5,3,3,3,4,4,4,5,5,5,5,5,5,5,6,5,5,5,4,4,5,4,1,1,1,1,5,4,5,4,4,5,5,4,4,5,5,4,5,5,4,4,5,4,5,5,4,5,5,5,4,4,4,3,5,4,5,4,4,4
m89789270222,42,三重県,女性,未婚,パート・アルバイト,製造業,300万～400万未満,寮・下宿,なし,坂口健太郎,1,0,10000,7,6,6,7,4,7,7,2,5,7,7,7,7,5,3,4,3,6,5,4,4,5,5,5,7,6,7,7,7,7,6,6,6,7,7,2,4,2,2,5,2,2,2,5,6,2,2,2,5,2,1,1,1,5,4,4,5,3,5,5,4,5,4,5,5,7,7,7,7,7,5,4,3,4,3,2,6,6,6,6,7,7,5,7,7,6,6,2,3,6,5,2,2,2,2,5,4,5,2,2,2,2,2,5,3,6,5,4,7,7,7,4,5,5,7,7,7,5,4,4,4,5,4,4,3,6,2,3,5
m89788574233,20,長野県,女性,未婚,学生,勤めていない,100万未満,賃貸（アパート）,なし,三浦翔平,1,0,10000,6,6,6,6,6,6,6,6,6,6,5,6,6,4,3,3,4,3,2,2,4,3,4,3,1,2,6,6,6,5,5,5,6,5,6,4,4,4,4,4,3,3,3,5,5,6,6,5,4,2,4,3,3,5,5,5,5,4,5,4,3,6,5,6,4,4,6,6,6,6,4,3,3,4,3,3,4,6,6,5,4,5,5,5,5,5,5,5,5,7,6,5,5,6,6,5,6,5,6,6,6,5,6,2,5,5,6,6,5,5,5,6,4,6,6,5,6,4,4,4,5,6,5,5,6,5,4,4,4
m89788121728,36,埼玉県,女性,既婚,会社員(正社員),その他,"900万～1,000万未満",賃貸（マンション）,あり,松下洸平,1,1000,12000,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,6,6,6,6,1,5,3,5,2,7,4,7,7,7,7,7,7,6,4,5,3,6,4,1,4,4,5,5,7,6,3,2,5,5,1,1,1,1,5,7,7,7,1,7,7,1,7,2,7,5,7,7,7,7,7,1,1,1,1,1,7,7,7,7,5,7,6,5,7,7,5,7,5,4,7,5,1,1,1,1,4,1,4,1,1,1,1,1,7,7,7,1,2,7,7,4,1,7,7,7,7,7,6,6,7,5,1,7,7,5,7,5,5,1
m89789494796,51,大阪府,女性,既婚,専業主婦,勤めていない,"1,200万～1,500万未満",持ち家（一戸建て）,あり,菅田将暉,1,10000,50000,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,4,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,3,3,3,3,4,4,5,5,4,4,5,4,5,6,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,4,5,5,3,4,4,3
m8971956082,56,東京都,男性,既婚,会社員(正社員),不動産業,"2,000万以上",持ち家（一戸建て）,あり,広瀬すず,2,1000,10000,5,5,4,5,3,5,3,3,5,5,5,5,5,3,3,2,2,2,2,2,2,2,2,2,3,3,5,5,5,4,4,4,5,5,4,4,5,5,5,5,4,5,3,3,3,3,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,3,3,4,3,3,5,3,4,4,4,3,4,3,3,3,3,3,3,3,3,5,4,3,4,3,4,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,5,4,3,4,4,3,4,5,5,3,4,4,5,3,5,5,3,3,5,5,3,5,5,3
m89788613204,46,愛知県,女性,既婚,専業主婦,勤めていない,700万～800万未満,持ち家（一戸建て）,あり,生田斗真,1,0,0,6,6,7,6,6,7,7,1,5,5,6,6,7,4,4,3,4,5,3,5,3,3,4,2,5,3,7,7,7,7,5,4,6,4,4,6,3,4,2,2,2,2,2,2,4,3,2,2,6,1,2,3,2,3,4,4,3,1,4,3,2,2,2,4,4,5,4,6,6,7,4,3,3,3,2,2,4,5,4,2,4,2,5,4,5,5,5,2,2,4,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,3,3,2,5,6,5,1,6,4,6,6,5,2,2,2,2,5,1,2,4,5,4,2,5
m89788843158,23,京都府,女性,未婚,会社員(正社員),サービス業,"1,000万～1,200万未満",持ち家（一戸建て）,なし,賀来賢人,1,0,50000,7,7,7,7,7,7,7,1,6,7,7,7,7,5,3,4,5,3,3,2,2,3,5,4,5,2,6,6,4,4,7,5,5,6,4,5,4,4,4,3,2,2,6,6,6,3,3,6,6,1,1,1,1,6,6,6,3,2,7,7,1,3,5,5,6,5,7,7,7,7,2,2,2,3,2,1,5,5,5,3,6,6,5,6,6,3,3,3,4,7,3,1,1,1,1,1,1,6,1,1,1,2,1,5,1,7,1,6,7,7,4,6,4,4,7,7,6,7,5,5,4,7,1,2,1,7,5,5,7
m89789315354,35,愛媛県,女性,既婚,公務員（教職員を除く）,教育業,300万～400万未満,賃貸（マンション）,あり,佐藤健,1,0,0,7,7,7,6,6,4,5,1,4,7,6,4,4,1,1,1,1,1,1,1,1,1,3,1,1,1,5,5,4,4,4,4,2,6,4,5,4,4,1,4,1,4,1,5,6,2,2,5,6,1,1,1,1,5,4,4,4,1,6,4,1,4,1,1,4,5,6,6,6,6,1,1,1,1,1,1,2,4,4,3,3,3,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,5,6,1,4,5,1,6,4,4,7,7,7,6,2,5,6,5,3,1,7,1
m89789340138,19,青森県,女性,未婚,学生,勤めていない,"1,000万～1,200万未満",賃貸（アパート）,なし,山口乃々華,2,1000,10000,6,7,7,7,7,7,7,7,7,7,6,7,7,3,2,3,5,3,5,3,4,3,6,5,1,1,7,7,7,6,7,5,7,4,7,2,4,3,3,4,7,2,7,7,4,2,3,3,2,7,2,1,1,6,7,7,7,7,7,7,6,6,4,7,7,7,7,7,7,7,1,1,1,2,1,1,6,6,6,6,6,7,5,7,7,7,7,3,7,7,4,6,1,4,7,7,1,5,1,1,3,2,2,6,6,7,7,7,7,7,4,6,7,7,7,7,7,3,1,2,2,6,1,2,2,6,6,6,2
m8971045841,24,大阪府,女性,未婚,会社員(正社員),運送・輸送業,200万～300万未満,賃貸（アパート）,なし,綾野剛,1,0,0,7,7,7,6,7,7,6,1,5,7,7,7,7,3,6,2,5,5,5,1,4,1,5,3,7,1,7,7,7,7,5,5,7,4,7,3,4,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,4,7,7,4,1,4,4,1,1,1,1,4,7,4,7,7,7,1,1,1,1,4,1,1,5,5,1,4,2,5,7,4,7,5,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,7,7,4,4,7,7,3,2,1,4,1,7,1,1,5
m89788399765,43,愛知県,女性,既婚,パート・アルバイト,製造業,700万～800万未満,持ち家（一戸建て）,あり,木村 拓哉,1,1000,5000,6,5,6,5,3,5,5,5,6,7,3,5,6,3,2,3,5,5,5,3,4,4,5,2,5,2,7,7,7,6,7,6,6,6,5,6,3,3,1,1,2,1,3,2,2,2,4,3,2,6,2,2,2,4,4,1,3,1,4,4,3,5,1,1,4,6,6,7,7,7,1,1,2,1,1,1,4,4,4,3,4,4,5,6,4,5,4,2,1,1,1,1,1,1,5,4,1,3,1,1,1,1,1,1,3,4,1,2,7,7,6,6,6,5,6,6,5,4,4,4,4,5,3,4,5,6,3,4,5
m89788350143,58,大阪府,男性,既婚,自営業,その他,500万～600万未満,賃貸（マンション）,なし,有村架純,2,0,3000,5,4,5,6,3,5,6,4,6,6,4,5,7,4,2,2,2,3,2,4,4,3,3,3,1,2,6,6,7,5,5,4,6,3,7,5,4,4,1,5,5,5,2,4,3,4,4,4,2,5,2,2,1,2,4,1,1,1,5,4,4,5,1,1,5,6,5,6,5,6,4,4,2,2,1,1,4,4,4,4,5,4,5,5,5,5,6,4,2,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,5,4,4,6,5,4,4,4,4,5,5,5,4,5,5,3,4,4,4,3,4,3,4,3
m8970887205,52,沖縄県,女性,既婚,専業主婦,勤めていない,500万～600万未満,賃貸（アパート）,あり,イミンホ,1,0,10000,6,6,6,7,6,6,6,2,6,6,7,6,7,3,4,2,1,4,4,1,2,6,2,4,2,1,7,7,6,6,6,6,5,4,6,5,1,2,1,2,1,1,2,2,2,1,1,2,3,4,1,1,1,2,6,6,6,4,7,7,1,4,1,1,6,5,5,7,6,7,1,1,1,2,1,3,5,5,5,4,6,6,5,7,4,2,7,1,5,7,1,4,1,1,1,1,1,5,1,1,1,1,1,1,2,7,1,1,6,7,6,1,6,6,7,7,7,6,6,7,5,1,4,5,6,5,1,2,1
m8975402524,54,静岡県,男性,既婚,会社員(正社員),製造業,500万～600万未満,持ち家（一戸建て）,あり,新垣結衣,2,0,3000,6,6,7,7,6,6,7,1,7,7,6,7,6,3,5,6,4,6,6,3,3,4,4,4,4,4,7,7,7,7,5,6,7,7,7,7,7,4,2,4,6,7,5,4,5,7,4,4,2,5,4,1,2,4,4,4,6,4,7,5,7,6,4,4,4,2,5,4,5,5,5,4,4,4,4,6,6,6,5,4,5,4,5,6,5,5,6,4,4,5,2,2,3,1,1,5,5,4,5,5,4,5,2,3,3,6,6,6,6,6,5,4,5,5,6,6,6,6,5,5,6,6,6,6,6,5,5,5,5
m89788738472,34,長崎県,女性,既婚,専業主婦,勤めていない,500万～600万未満,社宅,あり,町田啓太,1,0,0,5,7,7,7,7,7,7,1,7,7,7,7,7,7,7,1,1,6,4,1,3,2,5,4,3,5,7,7,7,7,5,7,5,3,4,2,4,1,1,1,1,1,1,1,7,5,6,1,6,1,4,2,2,3,6,7,5,1,7,6,1,4,1,1,3,5,4,6,6,7,4,2,3,1,1,1,6,7,7,4,5,6,5,6,2,1,1,1,1,5,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,7,5,1,4,4,7,7,7,7,5,5,7,5,3,5,5,5,5,5,5,1
m89789902667,52,愛知県,女性,未婚,無職,勤めていない,100万～200万未満,持ち家（一戸建て）,なし,野村萬斎,1,20000,20000,6,7,6,6,7,6,6,1,6,7,6,6,7,5,2,2,5,3,2,1,5,2,5,3,1,5,5,5,5,5,6,7,2,6,3,5,5,4,1,2,2,5,6,5,2,2,2,2,6,1,1,2,1,5,5,4,2,2,3,3,2,2,1,5,7,5,7,7,7,7,1,1,1,1,1,1,5,5,5,2,5,2,5,5,2,5,5,1,3,5,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,6,4,1,7,7,6,1,6,6,6,6,6,4,4,4,4,6,2,4,3,5,1,3,5
m8971192943,41,福岡県,女性,未婚,会社員(正社員),医療・福祉,300万～400万未満,賃貸（アパート）,なし,横浜流星,1,300000,300000,7,6,6,6,5,7,7,4,4,5,4,6,5,5,5,5,4,7,5,3,6,4,7,4,6,4,7,7,7,7,7,4,4,4,6,3,3,4,1,4,6,6,4,5,5,3,1,3,3,5,1,2,2,4,7,7,7,7,5,7,2,5,4,4,6,5,4,7,5,7,5,3,1,4,4,3,6,7,7,6,6,6,5,7,6,5,7,5,6,7,3,5,4,3,7,5,5,4,5,2,4,5,5,5,6,5,2,1,5,4,5,4,7,5,6,7,7,5,6,5,6,2,6,5,4,6,4,5,1
m89789256676,62,千葉県,女性,既婚,医師・医療関係者,医療・福祉,500万～600万未満,持ち家（一戸建て）,あり,齊藤工,1,0,10000,7,7,7,7,7,7,7,1,7,7,7,7,7,4,2,2,2,3,2,2,2,2,2,2,1,1,7,7,6,5,7,7,7,7,6,2,6,5,2,4,4,2,6,6,7,5,5,6,6,2,1,2,2,6,4,2,6,2,7,5,2,6,2,4,7,6,5,7,7,7,1,1,1,2,1,1,5,5,5,4,5,2,5,4,3,3,5,2,1,6,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,5,5,5,6,6,6,6,6,6,7,6,6,6,6,6,6,1,6,6,5,2,2,6,1
m8970951146,70,岡山県,男性,既婚,自由業,建設業,"1,200万～1,500万未満",持ち家（一戸建て）,あり,柴咲コウ,2,10000,15000,6,7,6,7,7,7,7,1,7,7,7,7,7,4,3,4,2,4,4,2,5,4,5,5,4,4,6,7,7,7,6,6,4,6,6,4,4,5,4,4,4,6,6,6,4,4,3,4,3,5,2,2,1,4,4,1,1,3,4,4,4,4,3,2,6,5,5,7,7,7,4,2,1,4,4,5,5,5,5,4,4,2,5,6,4,3,5,3,3,4,2,1,1,1,1,1,1,2,1,1,2,1,1,1,5,6,2,1,7,7,6,1,7,5,7,7,7,6,6,6,5,2,4,5,5,4,4,5,2
m8934424714,40,千葉県,女性,未婚,会社員(正社員),運送・輸送業,600万～700万未満,持ち家（一戸建て）,なし,安倍寛,1,0,0,6,4,4,5,5,5,5,5,5,4,5,6,6,5,6,5,5,5,4,5,6,6,6,6,5,5,5,5,5,5,6,5,4,5,5,6,4,5,6,5,6,6,6,6,6,6,5,5,5,6,6,6,6,6,4,6,5,5,6,5,5,5,7,6,5,6,5,6,6,5,7,5,5,5,5,4,5,6,5,4,5,4,5,6,5,6,6,4,5,5,5,5,5,5,4,5,5,6,6,5,5,6,5,5,4,5,5,4,5,5,4,4,5,5,6,4,5,5,4,5,5,6,6,5,5,5,6,6,5
m89789414296,51,茨城県,女性,既婚,専業主婦,勤めていない,700万～800万未満,持ち家（一戸建て）,あり,松坂桃李,1,1000,5000,7,7,7,7,6,6,6,1,5,6,6,5,5,3,2,2,3,2,2,1,3,2,4,3,2,2,6,7,7,7,6,6,4,4,5,3,4,4,4,4,4,5,5,5,5,4,4,4,5,3,3,3,2,6,4,4,3,2,5,5,3,5,4,5,6,6,6,6,6,6,2,2,1,2,2,2,5,5,5,4,4,4,5,5,5,5,5,4,4,4,4,3,1,1,2,2,2,2,2,2,2,1,1,2,2,6,5,2,6,6,5,2,6,4,6,4,4,6,6,6,6,3,4,6,6,4,4,4,1
m89788342559,45,栃木県,女性,未婚,会社員(正社員),情報通信業,200万～300万未満,賃貸（マンション）,なし,北村匠海,1,0,5000,6,7,6,6,4,6,6,1,6,7,6,6,7,2,2,1,1,1,2,1,1,4,2,2,2,4,6,6,6,6,7,6,4,2,2,2,2,2,2,2,2,2,4,4,5,3,2,3,6,1,4,2,4,4,5,3,5,3,6,6,1,4,2,2,5,4,5,6,6,6,3,2,1,1,1,1,1,3,4,2,4,2,5,6,5,4,5,1,1,2,4,1,1,1,1,4,2,1,1,1,1,1,1,2,1,5,1,1,7,6,4,2,4,4,7,6,4,6,6,6,5,2,2,4,4,3,3,4,2
m8974036909,52,宮崎県,女性,既婚,パート・アルバイト,建設業,100万未満,持ち家（一戸建て）,あり,竹野内豊,1,0,0,7,7,6,6,4,6,6,1,6,6,7,7,5,2,2,1,1,4,1,1,1,1,4,1,1,5,6,6,6,6,6,6,6,4,5,4,3,1,1,1,1,1,3,4,4,4,4,4,4,4,2,1,2,4,2,1,1,1,5,4,1,4,1,4,3,4,4,4,5,5,3,1,1,1,1,1,5,5,5,1,4,1,5,6,4,5,4,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,5,1,4,4,4,5,5,4,1,1,1,4,7,1,1,1,7,1,2,7
m8978224100,42,千葉県,女性,既婚,専業主婦,勤めていない,600万～700万未満,賃貸（マンション）,あり,米倉涼子,2,3000,5000,5,6,6,5,5,6,5,2,6,5,6,5,5,4,1,5,4,4,4,2,5,4,5,5,1,1,6,5,5,5,5,6,5,6,5,5,5,5,6,5,5,5,5,6,5,4,5,5,5,1,4,2,4,5,6,5,5,5,5,5,5,4,5,5,5,5,5,6,6,6,3,3,3,5,5,4,5,5,5,5,5,5,5,5,5,6,5,6,4,5,3,1,1,1,1,4,4,4,1,4,4,4,4,4,4,5,6,5,5,5,5,5,5,5,6,5,6,5,5,5,5,4,4,4,5,5,4,4,4
m8970788945,44,石川県,女性,既婚,パート・アルバイト,商社・卸売り・小売業,400万～500万未満,持ち家（一戸建て）,あり,塩野あきひさ,1,12000,30000,7,7,7,7,6,7,7,2,6,7,7,7,7,5,2,2,2,2,4,2,4,4,6,5,2,2,7,7,7,7,7,7,6,2,1,6,4,2,1,1,1,1,2,4,2,2,1,1,1,7,1,1,1,4,7,7,6,1,2,3,2,4,1,1,6,4,4,7,7,7,6,5,1,2,1,1,5,6,6,7,7,7,5,7,7,7,7,6,7,7,2,1,1,1,1,4,1,3,1,1,1,1,1,6,7,7,1,5,4,6,2,6,7,7,5,7,7,5,6,6,6,2,5,6,5,5,3,6,2
m8998443763,50,神奈川県,女性,未婚,会社員(正社員),非営利団体,200万～300万未満,賃貸（アパート）,あり,西島秀俊,1,0,0,6,6,6,6,6,6,6,1,6,6,5,5,5,2,2,1,2,2,2,1,2,2,2,2,2,1,6,6,7,6,6,5,5,4,5,5,4,3,2,3,4,2,2,5,1,1,1,1,1,6,1,1,1,6,4,4,4,2,5,3,2,3,1,2,2,4,4,6,5,6,2,2,1,2,2,1,4,5,5,3,4,4,5,5,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,7,6,4,1,5,4,6,5,4,5,5,5,5,2,5,5,4,5,3,4,1
m89789061388,59,茨城県,男性,既婚,会社員(正社員),サービス業,500万～600万未満,持ち家（一戸建て）,あり,満島ひかり,2,0,0,6,6,6,6,4,6,6,2,5,5,6,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,6,5,6,4,4,4,5,6,6,4,2,1,1,1,1,6,1,1,6,1,1,2,6,1,1,4,1,5,4,2,5,1,6,4,1,1,1,1,1,4,2,4,4,4,1,1,1,1,1,1,5,5,5,4,2,2,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,2,1,6,1,5,4,5,5,3,3,5,2,6,5,5,6,4,5,2
m89788802173,34,三重県,女性,未婚,会社員（契約・派遣社員）,医療・福祉,200万～300万未満,賃貸（アパート）,なし,チャングンソク,1,20000,120000,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,6,7,6,5,3,7,5,7,6,3,5,7,7,7,6,7,6,6,4,6,5,4,5,2,6,2,6,6,6,6,2,2,2,5,1,2,2,1,4,6,7,6,5,7,7,5,6,2,2,6,6,6,7,7,7,1,1,2,6,6,4,6,6,6,5,6,6,5,7,6,5,7,5,7,7,4,5,4,4,5,7,5,5,2,2,1,1,2,4,5,6,3,5,6,6,4,2,5,4,6,7,7,5,6,6,6,3,5,5,5,3,2,2,2
m8998824193,74,兵庫県,男性,既婚,無職,勤めていない,200万～300万未満,持ち家（一戸建て）,あり,ヤナセはるか,2,1000,1000,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
m8998364279,56,神奈川県,男性,未婚,会社員(正社員),製造業,500万～600万未満,持ち家（マンション）,なし,原田知世,2,2400,5000,5,5,5,4,4,4,4,3,4,5,5,4,4,3,4,3,5,3,3,3,3,4,5,3,4,5,4,5,5,4,5,5,5,4,4,3,3,3,3,3,3,5,4,3,3,3,4,3,3,5,3,3,3,3,5,4,4,3,4,4,3,5,3,4,4,4,5,5,4,5,3,3,3,3,3,3,4,4,4,4,4,4,5,4,3,5,5,3,4,5,3,3,2,2,2,5,3,4,2,3,2,3,3,2,3,4,3,3,4,5,4,4,5,4,5,5,3,3,4,4,3,5,3,3,5,5,3,4,3
m8970172192,46,大阪府,女性,既婚,専業主婦,勤めていない,400万～500万未満,賃貸（マンション）,なし,中川大志,1,0,5000,5,4,4,6,6,6,6,1,6,6,6,6,6,3,2,2,4,4,4,4,1,1,2,2,2,2,6,6,4,6,6,6,6,6,6,6,4,4,4,4,4,6,4,4,2,2,4,2,2,5,2,2,2,4,4,4,4,4,5,6,2,4,4,4,4,6,5,6,5,6,2,2,2,2,2,2,2,2,2,2,4,4,5,4,4,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,6,4,4,4,4,4,6,6,4,5,5,5,2,2,2,2,4,6,5,2,6
m89788630141,26,千葉県,女性,既婚,専業主婦,勤めていない,300万～400万未満,社宅,なし,井川遥,2,0,5000,5,5,5,4,4,5,5,3,5,5,5,5,6,2,2,1,1,1,1,1,1,1,4,1,1,1,6,6,7,6,5,5,1,2,5,1,1,1,1,4,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,5,5,5,5,1,1,1,1,1,1,4,5,4,1,5,5,5,5,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,4,1,1,1,4,1,1,5,5,4,4,5,5,5,5,5,7,7,7,4,2,5,5,4,5,3,6,2
