ＩＤ,年齢,都道府県,性別,結婚,職業,業種,世帯年収,居住形態,子供有無,Q.1-1(FA),Q.2,Q.3-1(FA),Q.4-1(FA),Q.5-m1,Q.5-m2,Q.5-m3,Q.5-m4,Q.5-m5,Q.5-m6,Q.5-m7,Q.5-m8,Q.5-m9,Q.5-m10,Q.6-m1,Q.6-m2,Q.6-m3,Q.6-m4,Q.6-m5,Q.6-m6,Q.6-m7,Q.6-m8,Q.6-m9,Q.6-m10,Q.7-m1,Q.7-m2,Q.7-m3,Q.7-m4,Q.7-m5,Q.7-m6,Q.7-m7,Q.7-m8,Q.7-m9,Q.7-m10,Q.8-m1,Q.8-m2,Q.8-m3,Q.8-m4,Q.8-m5,Q.8-m6,Q.8-m7,Q.8-m8,Q.8-m9,Q.8-m10,Q.9-m1,Q.9-m2,Q.9-m3,Q.9-m4,Q.9-m5,Q.9-m6,Q.9-m7,Q.9-m8,Q.9-m9,Q.9-m10,Q.10-m1,Q.10-m2,Q.10-m3,Q.10-m4,Q.10-m5,Q.10-m6,Q.10-m7,Q.10-m8,Q.10-m9,Q.10-m10,Q.11-m1,Q.11-m2,Q.11-m3,Q.11-m4,Q.11-m5,Q.11-m6,Q.11-m7,Q.11-m8,Q.11-m9,Q.11-m10,Q.12-m1,Q.12-m2,Q.12-m3,Q.12-m4,Q.12-m5,Q.12-m6,Q.12-m7,Q.12-m8,Q.12-m9,Q.12-m10,Q.13-m1,Q.13-m2,Q.13-m3,Q.13-m4,Q.13-m5,Q.14-m1,Q.14-m2,Q.14-m3,Q.14-m4,Q.14-m5,Q.14-m6,Q.14-m7,Q.14-m8,Q.14-m9,Q.14-m10,Q.15-m1,Q.15-m2,Q.15-m3,Q.15-m4,Q.15-m5,Q.15-m6,Q.15-m7,Q.15-m8,Q.15-m9,Q.15-m10,Q.16-m1,Q.16-m2,Q.16-m3,Q.16-m4,Q.16-m5,Q.16-m6,Q.17-m1,Q.17-m2,Q.17-m3,Q.17-m4,Q.17-m5,Q.17-m6,Q.18-m1,Q.18-m2,Q.18-m3,Q.18-m4,Q.18-m5,Q.18-m6,Q.19-m1,Q.19-m2,Q.19-m3,Q.19-m4,Q.19-m5,Q.19-m6
m89789137253,28,兵庫県,女性,既婚,専業主婦,勤めていない,700万～800万未満,持ち家（一戸建て）,あり,福田周平,1,2500,10000,5,5,5,7,5,7,6,3,4,6,4,5,6,5,5,4,5,5,5,2,3,3,6,5,7,3,4,4,6,5,5,5,5,6,7,4,4,4,2,3,4,7,4,5,4,2,3,3,3,5,2,1,3,2,4,5,3,4,5,5,3,6,1,4,6,6,5,5,5,6,3,3,3,2,2,2,5,5,5,5,4,4,5,6,5,4,4,2,2,6,3,3,1,1,3,1,1,1,1,1,2,2,2,2,2,4,3,5,6,5,4,5,5,3,6,6,4,2,4,4,3,5,3,4,5,4,5,4,4
m8971458039,57,東京都,女性,既婚,専業主婦,勤めていない,600万～700万未満,持ち家（マンション）,なし,大谷翔平,1,5000,200000,6,6,7,7,5,4,7,1,6,7,5,4,6,3,1,1,1,5,1,1,1,1,4,2,1,1,5,6,6,6,6,6,4,1,4,7,3,1,1,4,5,4,5,5,1,4,3,1,1,7,1,2,1,6,6,3,6,2,6,5,1,4,1,1,7,6,5,7,7,7,2,3,1,1,1,1,5,5,6,1,5,5,5,6,1,2,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,4,6,4,3,5,7,6,5,6,6,5,5,2,4,4,5,2,4,4,3
m89788909240,41,広島県,女性,未婚,自営業,サービス業,500万～600万未満,その他,なし,菊池涼介,1,20000,30000,7,7,6,7,7,4,7,2,3,7,7,2,5,2,1,2,2,1,4,1,4,4,4,2,1,1,5,4,4,4,4,4,3,6,4,7,2,1,1,1,1,2,2,2,4,2,2,3,2,6,2,2,2,4,4,6,6,4,6,7,2,3,2,4,7,4,5,6,6,5,1,1,1,2,2,2,6,4,4,6,5,6,5,6,6,2,2,1,2,6,2,4,1,1,5,1,1,1,1,1,1,1,2,4,2,6,3,2,6,6,5,2,5,6,6,6,4,3,3,3,5,5,5,4,3,6,5,2,5
m89788299511,51,茨城県,女性,既婚,専業主婦,勤めていない,"900万～1,000万未満",持ち家（一戸建て）,あり,クリロナ,1,0,20000,7,7,7,7,7,5,7,1,7,7,6,6,6,2,2,2,2,5,2,2,2,4,2,2,4,2,7,7,7,7,4,4,2,2,6,2,2,2,2,2,1,1,1,2,2,1,1,2,5,2,2,2,2,6,4,4,4,4,7,3,2,6,1,1,5,7,5,7,7,7,1,1,1,1,1,1,5,4,5,2,7,2,5,6,2,2,5,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,1,7,6,4,1,7,6,6,6,6,5,5,5,6,5,6,6,6,2,6,4,4
m8998241232,51,京都府,女性,既婚,会社員(正社員),製造業,500万～600万未満,持ち家（一戸建て）,なし,浅田真央,2,0,0,6,5,6,6,6,6,6,1,6,6,6,6,6,4,1,1,2,2,2,1,2,2,5,4,1,1,7,6,4,5,6,6,4,6,6,6,4,4,2,4,5,4,5,5,5,4,3,3,1,6,2,2,2,5,5,4,4,3,4,4,2,5,4,3,4,5,5,5,5,5,2,1,1,4,4,3,5,5,5,4,5,5,5,5,4,5,5,4,4,5,1,1,1,1,1,4,3,3,1,1,2,1,1,1,1,4,4,4,4,4,4,3,5,3,4,4,4,5,4,5,4,4,4,5,4,4,4,4,4
m89788101810,38,広島県,女性,既婚,会社員(正社員),医療・福祉,800万～900万未満,持ち家（一戸建て）,あり,大谷翔平,1,5000,5000,7,7,6,7,7,7,7,1,7,7,7,7,5,4,1,4,4,1,1,1,5,1,5,1,1,1,7,7,6,4,7,6,5,1,4,4,4,1,1,4,4,5,7,7,4,5,5,6,4,4,4,2,6,7,7,6,6,4,7,7,4,5,1,1,7,5,7,7,7,7,1,1,1,1,1,4,7,7,7,7,7,7,5,7,7,7,6,5,5,5,1,1,4,1,5,2,3,4,1,1,7,4,1,5,1,5,1,5,7,6,4,5,7,6,7,7,5,6,5,5,5,5,5,5,5,2,5,5,1
m89788333166,47,大分県,女性,既婚,パート・アルバイト,医療・福祉,400万～500万未満,持ち家（一戸建て）,あり,松本怜,1,10000,10000,5,5,5,4,3,4,3,1,4,5,5,6,6,1,1,1,5,1,1,1,2,3,5,2,1,1,7,7,6,5,7,7,7,4,7,6,4,4,1,4,6,6,4,4,3,2,1,1,2,6,1,1,5,3,7,7,1,1,5,6,1,6,4,4,6,4,6,7,7,7,1,1,1,1,1,4,3,4,4,4,1,1,5,7,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,4,3,3,4,4,4,3,3,7,7,7,5,6,3,1,1,6,6,6,1,7,1
m8960336097,42,宮崎県,女性,未婚,自営業,商社・卸売り・小売業,200万～300万未満,持ち家（一戸建て）,なし,レアード,3,0,0,7,7,7,7,7,6,6,6,7,7,6,6,6,7,7,6,7,7,6,6,6,6,7,5,6,6,6,6,7,6,7,6,7,6,7,5,6,6,6,6,7,6,7,5,6,6,6,6,6,6,6,6,4,6,5,6,6,6,5,6,6,6,6,6,6,6,5,4,7,6,6,5,4,5,5,6,5,5,6,6,4,5,5,5,5,5,5,5,4,4,5,5,5,6,5,5,5,5,5,6,5,6,5,5,5,5,5,5,5,4,5,4,5,5,6,5,7,5,5,5,5,5,6,4,6,6,6,4,5
m89788693515,48,埼玉県,女性,既婚,パート・アルバイト,運送・輸送業,"1,200万～1,500万未満",持ち家（一戸建て）,あり,桃田賢斗,1,0,5000,7,7,7,7,7,7,7,1,7,7,7,7,7,1,4,3,1,3,5,5,4,5,5,4,5,6,7,7,7,7,7,5,7,7,5,4,5,4,7,5,7,7,7,7,3,5,4,3,1,7,1,1,1,7,7,6,3,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,5,1,1,4,5,5,5,5,7,5,7,4,7,7,3,7,6,1,1,1,1,1,1,1,1,1,1,5,1,5,4,5,7,4,7,7,6,4,7,7,6,7,7,6,6,7,6,5,2,5,6,7,4,5,3,1
m8970233381,21,大阪府,女性,未婚,学生,勤めていない,100万未満,持ち家（一戸建て）,なし,鳥谷敬,1,20000,100000,7,7,7,7,7,7,7,1,7,7,7,7,7,6,2,2,7,5,5,1,6,2,7,5,2,1,7,7,7,7,7,7,7,2,3,2,5,3,5,3,3,3,7,7,2,1,1,3,1,5,1,1,1,7,7,7,2,5,6,6,3,6,7,7,7,7,7,7,7,7,1,1,1,2,5,2,7,7,7,6,7,6,5,7,6,7,6,5,5,6,3,5,3,3,6,5,3,3,1,1,1,1,2,5,7,6,1,1,5,3,4,1,7,7,7,7,7,6,3,6,6,3,3,3,5,5,3,5,3
m89787885439,58,富山県,女性,未婚,自営業,その他,200万～300万未満,賃貸（一戸建て）,あり,大谷翔平,1,10000,10000,7,7,7,7,7,7,7,1,7,7,7,7,7,7,5,5,5,6,5,5,5,5,5,5,7,5,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,7,6,7,5,7,6,4,1,2,1,7,7,7,6,4,7,7,4,5,7,7,7,7,7,7,7,7,2,2,1,4,4,4,7,7,7,7,7,7,5,7,7,5,5,4,5,7,5,4,3,3,4,4,4,4,4,5,5,4,4,6,7,7,4,1,7,7,4,1,7,7,7,7,7,5,5,5,5,2,6,5,5,4,4,6,2
m89788467620,48,兵庫県,女性,既婚,専業主婦,勤めていない,800万～900万未満,持ち家（一戸建て）,あり,鈴木誠也,1,5000,5000,7,7,6,7,6,6,6,2,5,7,6,7,6,3,3,1,1,1,1,1,2,1,5,2,1,1,6,6,5,5,5,4,2,5,5,5,4,2,2,2,2,5,5,5,6,5,3,3,5,2,1,2,1,5,1,1,1,1,5,4,1,2,1,1,6,5,5,7,6,7,1,1,1,1,3,2,5,5,5,2,4,2,5,5,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,7,6,6,1,6,6,6,6,5,7,7,7,6,2,4,6,7,4,5,6,1
m89787936682,33,新潟県,女性,未婚,無職,勤めていない,400万～500万未満,持ち家（一戸建て）,なし,羽生結弦,2,0,30000,7,7,7,7,7,7,7,1,7,7,7,7,7,4,1,3,5,4,6,1,4,5,5,1,1,1,7,7,5,5,7,7,7,7,6,7,4,1,1,4,1,1,7,7,3,1,4,4,4,4,1,1,3,1,5,4,3,3,6,6,1,5,4,4,7,5,7,7,7,7,3,2,1,1,2,2,7,7,7,4,6,5,5,6,5,5,5,5,4,6,3,2,3,1,1,5,5,5,1,1,2,3,4,1,5,7,1,7,7,6,1,5,7,7,7,7,7,5,6,5,5,4,3,4,4,7,4,4,4
m8971027986,51,大阪府,女性,既婚,パート・アルバイト,メディア・マスコミ・広告業,400万～500万未満,持ち家（マンション）,あり,羽生結弦,1,0,10000,7,7,7,7,7,7,7,1,7,7,7,7,7,2,2,4,2,2,2,1,1,1,1,2,2,2,7,7,7,7,7,7,3,6,5,5,4,2,1,1,2,3,4,6,6,4,4,1,6,2,1,4,1,7,2,2,2,2,6,4,1,4,2,3,6,6,7,7,7,7,1,1,1,2,1,1,4,5,5,1,4,1,5,6,4,2,4,2,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,7,5,6,1,6,6,6,6,4,6,6,6,6,2,5,4,3,6,2,2,1
m89787830768,34,北海道,女性,既婚,専業主婦,勤めていない,500万～600万未満,持ち家（一戸建て）,あり,森本稀哲,1,0,0,3,3,5,5,3,5,5,3,5,5,5,5,5,2,2,1,1,1,1,1,2,1,3,2,1,2,5,5,5,5,5,5,5,3,5,5,2,5,3,2,2,3,5,5,6,6,6,5,6,2,5,2,3,3,6,5,3,1,7,6,2,3,2,2,6,6,5,7,7,6,2,2,2,1,2,1,5,5,5,2,5,3,5,6,2,2,2,2,2,2,2,1,1,1,1,1,2,5,2,1,1,1,2,1,2,2,2,2,5,5,4,4,3,3,6,6,5,2,2,2,2,6,2,2,1,6,1,2,5
m89789670979,46,千葉県,女性,既婚,会社員(正社員),製造業,"900万～1,000万未満",持ち家（一戸建て）,あり,樋口新葉,2,18000,50000,6,6,5,5,5,5,6,1,5,5,2,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,2,7,4,6,4,2,1,4,4,5,4,4,5,4,2,5,5,3,2,3,5,3,5,4,4,2,5,5,2,4,2,2,6,2,2,4,4,6,1,1,1,1,1,1,2,2,2,2,2,2,5,4,4,3,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,4,4,4,2,4,4,4,4,5,6,5,5,5,2,5,5,5,2,4,4,2
m89789504063,22,大阪府,女性,未婚,学生,勤めていない,800万～900万未満,持ち家（一戸建て）,なし,コナーコーディー,1,0,30000,7,6,4,7,4,7,7,2,3,6,6,5,5,1,1,2,2,1,4,1,2,2,4,2,1,1,5,5,4,3,6,5,6,3,3,1,2,1,1,1,1,2,2,6,1,1,1,1,2,2,2,1,1,1,7,7,4,1,2,7,5,6,1,2,7,6,6,7,7,7,1,1,1,1,2,1,5,5,5,6,6,6,5,7,6,6,4,4,5,7,2,1,1,1,1,1,1,4,1,1,1,1,1,2,4,6,2,1,7,4,4,2,4,4,7,7,5,6,6,7,5,2,3,3,7,3,3,2,1
m8971024627,46,福岡県,女性,未婚,会社員(正社員),情報通信業,500万～600万未満,賃貸（マンション）,なし,中村晃,1,10000,30000,6,6,6,6,6,6,6,2,6,6,6,6,6,5,4,4,4,5,4,3,4,4,5,4,4,3,4,4,4,4,6,6,6,6,5,4,4,4,4,4,4,5,4,5,3,3,3,3,3,6,3,3,3,6,5,5,4,5,5,5,3,5,4,4,5,5,5,6,6,5,3,3,3,4,4,4,5,5,5,4,5,5,5,6,4,5,5,3,6,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,6,6,6,2,4,4,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4
m8975587481,56,香川県,女性,未婚,会社員(正社員),サービス業,200万～300万未満,賃貸（アパート）,なし,キミライコネン,2,20000,30000,7,7,7,7,7,7,7,1,7,7,7,7,7,6,4,1,5,3,2,1,4,1,5,5,1,1,6,7,5,5,5,7,1,7,1,5,1,1,1,1,1,1,4,4,1,1,2,1,1,7,1,1,1,6,5,5,4,4,5,1,5,4,1,1,7,5,7,7,7,7,1,1,1,1,4,1,5,5,4,1,5,4,5,7,4,5,7,4,4,5,1,4,1,1,1,1,1,5,1,1,1,1,1,1,1,7,5,1,7,5,6,1,7,7,7,7,6,4,1,1,1,4,1,1,7,7,5,6,5
m89788991328,34,埼玉県,女性,既婚,会社員(正社員),製造業,600万～700万未満,持ち家（一戸建て）,あり,大谷翔平,1,0,10000,7,7,7,7,7,6,7,1,5,7,6,7,7,4,2,2,4,4,4,1,4,4,7,4,5,2,7,7,7,7,7,7,4,5,4,4,2,1,1,4,1,2,4,6,2,4,2,2,2,7,1,1,7,7,5,5,5,4,7,7,2,6,2,7,7,7,7,7,7,7,1,1,1,4,4,1,5,5,5,5,7,6,5,7,7,5,5,5,2,7,2,1,1,1,2,4,1,5,1,1,1,1,1,2,1,7,1,7,7,7,4,7,7,1,7,7,7,4,4,4,3,5,4,4,5,5,6,4,4
m89789557342,31,北海道,女性,未婚,会社員(正社員),医療・福祉,500万～600万未満,賃貸（アパート）,なし,中島卓也,1,0,5000,6,6,6,7,6,6,6,3,4,7,6,4,6,2,1,2,2,2,2,1,2,2,2,1,1,1,7,7,5,5,6,6,6,2,6,3,4,2,2,2,2,3,4,5,3,3,3,2,3,4,2,2,2,1,5,2,5,1,7,7,1,6,1,2,5,5,5,6,6,7,2,1,1,1,2,1,5,5,5,2,6,5,5,7,5,2,6,3,6,5,2,2,1,1,6,2,2,2,2,2,2,2,2,2,2,4,1,2,4,5,4,2,3,4,6,6,4,3,4,3,3,6,2,2,2,5,4,4,5
m8971804546,37,滋賀県,女性,既婚,専業主婦,勤めていない,100万～200万未満,持ち家（一戸建て）,あり,横山大輔,1,0,0,7,7,7,7,7,7,7,1,7,7,7,7,6,5,1,3,2,2,3,1,1,1,2,2,1,1,7,7,7,7,7,7,2,3,7,5,4,3,2,5,3,2,3,3,2,2,2,2,1,7,2,2,1,5,2,1,1,1,3,6,3,6,2,2,7,5,5,7,7,7,7,5,2,1,2,1,5,5,5,2,6,5,5,5,4,2,2,2,4,7,2,2,2,1,1,1,1,1,1,1,1,1,1,4,1,5,2,2,7,6,5,2,7,4,7,7,5,4,5,5,3,4,3,3,2,7,3,2,3
m8970624051,36,沖縄県,女性,未婚,会社員(正社員),金融・証券・保険業,300万～400万未満,賃貸（アパート）,なし,宮城大弥,1,1500,50000,7,7,7,7,7,7,7,1,7,7,7,7,7,5,1,4,4,1,4,1,4,4,5,2,1,1,4,4,5,4,7,6,6,4,7,5,4,4,2,4,6,7,6,7,5,2,5,2,1,6,1,2,1,2,6,4,5,4,6,5,2,4,5,4,6,5,7,7,7,7,1,1,1,1,2,2,6,5,5,5,5,4,5,7,5,6,5,1,3,6,2,3,1,1,1,3,2,5,1,1,1,1,1,3,3,7,2,4,7,6,6,1,7,7,7,7,7,6,6,6,6,2,5,5,6,5,4,5,2
